/* DATA DESCRIPTION:
Citation:	de Abreu, Lucia; Shackleton, Nicholas J; Schönfeld, Joachim; Hall, Michael A; Chapman, Mark R (2003): Planktic foraminifera counts of sediment core MD95-2040. PANGAEA, https://doi.org/10.1594/PANGAEA.66714, 
	In supplement to: de Abreu, L et al. (2003): Millenial-scale oceanic climate variability off the Western Iberian margin during the last two glacial periods. Marine Geology, 196(1-2), 1-20, https://doi.org/10.1016/S0025-3227(03)00046-X
Project(s):	International Marine Global Change Study (IMAGES)
Coverage:	LATITUDE: 40.581833 * LONGITUDE: -9.861167
	DATE/TIME START: 1995-07-07T00:00:00 * DATE/TIME END: 1995-07-07T00:00:00
	MINIMUM DEPTH, sediment/rock: 0.020 m * MAXIMUM DEPTH, sediment/rock: 22.010 m
Event(s):	MD95-2040 (MD952040) * LATITUDE: 40.581833 * LONGITUDE: -9.861167 * DATE/TIME: 1995-07-07T00:00:00 * ELEVATION: -2465.0 m * Recovery: 35 m * LOCATION: Porto Seamount * CAMPAIGN: MD101 (IMAGES I) (URI: https://doi.org/10.17600/95200110) * BASIS: Marion Dufresne (1995) (URI: https://en.wikipedia.org/wiki/Marion_Dufresne_(1994)) * METHOD/DEVICE: Calypso Corer (CALYPSO) * COMMENT: XXIV Sections, core bent; section IIb jamed in the bent part of the core, recuperated in 1/2 liner
Parameter(s):	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE
	Orbulina universa [#] (O. universa) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Globigerinoides conglobatus [#] (G. conglobatus) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Globigerinoides ruber pink [#] (G. ruber p) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Globigerinoides ruber white [#] (G. ruber w) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Globigerinoides tenellus [#] (G. tenellus) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Globigerinoides trilobus trilobus [#] (G. trilobus tril) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Globigerinoides sacculifer [#] (G. sacculifer) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Sphaeroidinella dehiscens [#] (S. dehiscens) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Globigerinella aequilateralis [#] (G. aequilateralis) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Globigerina calida [#] (G. calida) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Globigerina bulloides [#] (G. bulloides) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Globigerina falconensis [#] (G. falconensis) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Beella digitata [#] (B. digitata) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Globigerina rubescens [#] (G. rubescens) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Turborotalita quinqueloba [#] (T. quinqueloba) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Neogloboquadrina pachyderma sinistral [#] (N. pachyderma s) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Neogloboquadrina pachyderma dextral [#] (N. pachyderma d) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Neogloboquadrina dutertrei [#] (N. dutertrei) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Pulleniatina obliquiloculata [#] (P. obliquiloculata) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Globorotalia inflata [#] (G. inflata) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Globorotalia truncatulinoides sinistral [#] (G. truncatulinoides s) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Globorotalia truncatulinoides dextral [#] (G. truncatulinoides d) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Globorotalia crassaformis [#] (G. crassaformis) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Neogloboquadrina pachyderma dextral and dutertrei integrade [#] (P/D int) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Globorotalia hirsuta sinistral [#] (G. hirsuta s) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Globorotalia hirsuta dextral [#] (G. hirsuta d) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Globorotalia scitula [#] (G. scitula) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Globorotalia menardii [#] (G. menardii) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Globorotalia tumida [#] (G. tumida) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Globigerinita glutinata [#] (G. glutinata) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Turborotalita humilis [#] (T. humilis) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Candeina nitida [#] (C. nitida) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Globigerinita uvula [#] (G. uvula) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Turborotalita cristata [#] (T. cristata) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Globigerinita iota [#] (G. iota) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
	Foraminifera, benthic [#] (Foram benth) * PI: de Abreu, Lucia * METHOD/DEVICE: Counting >150 µm fraction
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0)
Size:	26351 data points
*/
Depth sed [m]	O. universa [#]	G. conglobatus [#]	G. ruber p [#]	G. ruber w [#]	G. tenellus [#]	G. trilobus tril [#]	G. sacculifer [#]	S. dehiscens [#]	G. aequilateralis [#]	G. calida [#]	G. bulloides [#]	G. falconensis [#]	B. digitata [#]	G. rubescens [#]	T. quinqueloba [#]	N. pachyderma s [#]	N. pachyderma d [#]	N. dutertrei [#]	P. obliquiloculata [#]	G. inflata [#]	G. truncatulinoides s [#]	G. truncatulinoides d [#]	G. crassaformis [#]	P/D int [#]	G. hirsuta s [#]	G. hirsuta d [#]	G. scitula [#]	G. menardii [#]	G. tumida [#]	G. glutinata [#]	T. humilis [#]	C. nitida [#]	G. uvula [#]	T. cristata [#]	G. iota [#]	Foram benth [#]
15.410	5	0	1	14	5	0	0	0	4	0	103	35	2	0	17	133	79	0	0	66	1	4	0	3	1	3	6	0	0	31	0	0	0	0	0	96
15.440	2	0	0	6	0	0	0	0	2	0	107	39	2	0	30	239	62	0	0	46	0	2	0	1	0	2	2	0	0	19	0	0	0	0	0	144
15.470	1	0	0	4	2	0	0	0	1	0	160	39	2	0	57	347	81	0	0	16	0	1	0	3	0	0	3	0	0	30	0	0	0	0	0	61
15.500	2	0	0	2	4	0	0	0	0	0	152	38	0	0	36	220	62	0	0	11	0	0	0	0	0	0	3	0	0	44	0	0	0	0	0	28
15.530	3	0	0	2	2	0	0	0	1	0	233	55	2	0	79	251	100	0	0	38	0	0	0	5	0	0	16	0	0	74	0	0	0	0	0	46
15.560	4	0	0	3	8	0	0	0	3	0	114	27	1	0	59	38	93	0	0	19	0	0	0	2	0	0	9	0	0	54	0	0	0	0	0	21
15.590	6	0	0	1	6	0	0	0	3	0	250	59	0	0	66	184	125	0	0	15	0	0	0	5	0	0	8	0	0	104	0	0	0	0	0	25
15.620	1	0	0	0	2	0	0	0	0	0	100	31	0	0	11	51	93	0	0	11	0	0	0	1	0	0	3	0	0	21	0	0	0	0	0	7
15.650	5	0	0	1	1	0	0	0	0	0	131	40	0	0	31	60	88	0	0	8	0	1	0	1	0	0	0	0	0	35	0	0	0	0	0	27
15.680	1	0	0	3	0	0	0	0	1	0	201	52	1	0	62	139	121	0	0	24	0	0	0	5	0	0	2	0	0	66	0	0	0	0	0	72
15.710	5	0	0	8	5	0	0	0	5	0	150	44	1	0	47	43	181	0	0	23	0	0	0	6	0	0	3	0	0	52	0	0	0	0	0	42
15.740	6	0	0	8	6	0	0	0	3	0	120	38	0	0	34	28	196	0	0	34	1	2	0	8	0	0	8	0	0	72	0	0	0	0	0	43
15.770	8	0	0	22	12	0	0	0	0	0	168	70	0	0	71	35	267	0	0	44	0	1	0	9	0	1	17	0	0	77	0	0	0	0	0	82
15.800	5	0	0	18	2	0	0	0	4	0	185	39	0	0	87	11	292	0	0	55	1	0	0	11	0	0	12	0	0	100	0	0	0	0	0	98
15.830	9	0	0	15	3	0	0	0	5	0	201	42	1	0	86	10	348	0	0	46	0	0	0	10	0	0	11	0	0	77	0	0	0	0	0	61
15.860	2	0	0	13	1	0	0	0	2	0	159	36	0	0	29	10	308	0	0	50	0	1	0	6	0	2	3	0	0	55	0	0	0	0	0	48
15.890	2	0	0	8	4	0	0	0	2	0	147	26	0	0	53	3	225	0	0	44	0	1	0	6	0	0	11	0	0	70	0	0	0	0	0	39
15.920	5	0	0	5	2	0	0	0	3	0	148	25	0	0	74	13	295	0	0	37	0	0	0	7	0	0	12	0	0	57	0	0	0	0	0	35
15.950	1	0	0	6	1	0	0	0	1	0	134	21	1	0	46	12	195	0	0	37	0	1	0	6	0	0	7	0	0	62	0	0	0	0	0	24
15.980	11	0	0	3	2	0	0	0	3	0	107	37	1	0	59	10	200	0	0	34	0	0	0	4	0	0	13	0	0	70	0	0	0	0	0	42
16.010	14	0	0	8	10	0	0	0	2	0	186	50	0	0	17	12	241	0	0	29	0	0	0	11	0	0	12	0	0	65	0	0	0	0	0	46
16.040	21	0	0	12	6	0	0	0	4	0	175	43	0	0	49	20	235	2	0	3	1	0	0	3	1	0	17	0	0	66	0	0	0	0	0	25
16.070	6	0	0	5	2	0	0	0	3	0	45	25	0	0	59	24	184	0	0	29	0	1	0	5	1	0	10	0	0	72	0	0	0	0	0	40
16.100	5	0	0	4	2	0	0	0	5	0	96	20	1	0	42	14	203	0	0	43	0	3	0	7	0	0	5	0	0	55	0	0	0	0	0	45
16.130	2	0	0	0	0	0	0	0	2	0	115	30	0	0	51	16	165	0	0	40	0	0	0	7	0	0	11	0	0	66	0	0	0	0	0	37
16.160	5	0	0	3	2	0	0	0	10	0	110	44	0	0	25	6	256	0	0	53	0	2	0	7	0	0	7	0	0	63	0	0	0	0	0	31
16.190	6	0	0	5	3	0	0	0	3	0	125	22	0	0	28	8	213	0	0	39	0	0	0	7	0	1	1	0	0	57	0	0	0	0	0	37
16.220	2	0	0	4	3	0	0	0	9	0	110	12	0	0	21	14	155	0	0	34	0	1	0	5	0	0	10	0	0	63	0	0	0	0	0	49
16.250	2	0	0	8	2	0	0	0	6	0	111	26	0	0	24	10	156	0	0	33	0	1	0	3	0	1	8	0	0	59	0	0	0	0	0	50
16.280	7	0	0	3	1	0	0	0	6	0	113	29	0	0	10	9	170	0	0	50	1	0	0	4	0	0	4	0	0	52	0	0	0	0	0	84
16.310	6	0	0	8	0	0	0	0	5	0	96	28	1	0	28	8	138	0	0	39	2	1	0	1	0	1	16	0	0	53	0	0	0	0	0	46
16.340	2	0	0	6	1	0	0	0	3	0	96	34	0	0	42	7	155	0	0	24	2	0	0	1	0	0	10	0	0	51	0	0	0	0	0	31
16.370	7	0	0	1	0	0	0	0	4	0	143	19	0	0	27	15	196	0	0	26	1	1	0	3	0	1	12	0	0	40	0	0	0	0	0	45
16.400	6	0	0	1	0	0	0	0	1	0	125	20	1	0	26	14	187	0	0	14	1	0	0	2	0	0	15	0	0	71	0	0	0	0	0	28
16.430	3	0	0	2	0	0	0	0	0	0	216	39	3	0	26	24	322	0	0	26	0	0	0	2	0	0	14	0	0	70	0	0	0	0	0	28
16.460	4	0	0	2	1	0	0	0	1	0	125	27	0	0	29	13	192	0	0	3	0	0	0	7	0	2	3	0	0	51	0	0	0	0	0	16
16.490	6	0	0	4	0	0	0	0	1	0	310	43	1	0	58	16	395	0	0	35	0	1	0	7	0	0	15	0	0	136	0	0	0	0	0	50
16.520	3	0	0	2	0	0	0	0	2	0	143	23	0	0	30	10	158	0	0	19	0	0	0	1	0	3	7	0	0	71	0	0	0	0	0	21
16.550	0	0	0	3	0	0	0	0	3	0	104	41	0	0	32	16	104	0	0	9	0	0	0	2	0	1	7	0	0	53	0	0	0	0	0	19
16.580	4	0	0	6	0	0	0	0	2	0	89	35	2	0	31	10	145	0	0	23	0	0	0	4	0	1	8	0	0	90	0	0	0	0	0	48
16.610	0	0	0	5	1	0	0	0	0	0	86	17	2	0	27	16	224	0	0	40	0	0	0	6	0	0	6	0	0	65	0	0	0	0	0	32
16.640	13	0	0	1	1	0	0	0	2	0	175	31	1	0	90	27	275	0	0	27	0	0	0	1	0	3	12	0	0	85	0	0	0	0	0	45
16.670	3	0	0	1	1	0	0	0	0	0	108	15	1	0	53	20	169	0	0	24	0	0	0	7	0	0	7	0	0	51	0	0	0	0	0	37
16.700	15	0	0	5	2	0	0	0	1	0	166	52	2	0	44	21	268	0	0	34	0	1	0	9	0	2	5	0	0	77	0	0	0	0	0	83
16.730	3	0	0	4	1	0	0	0	3	0	137	37	1	0	130	26	265	0	0	18	0	0	0	8	0	1	18	0	0	47	0	0	0	0	0	56
16.760	8	0	0	1	5	0	0	0	2	0	191	36	0	0	68	74	420	0	0	35	0	0	0	10	0	0	15	0	0	29	0	0	0	0	0	47
16.790	1	0	0	1	3	0	0	0	1	0	176	44	6	0	220	121	315	0	0	17	1	0	0	7	0	2	11	0	0	77	0	0	0	0	0	52
16.820	7	0	0	4	4	0	0	0	1	0	128	38	2	0	38	56	230	0	0	12	0	0	0	8	0	1	4	0	0	38	0	0	0	0	0	40
16.850	2	0	0	0	0	0	0	0	0	0	110	32	1	0	110	127	253	0	0	16	0	0	0	7	0	1	6	0	0	65	0	0	0	0	0	30
16.880	0	0	0	3	0	0	0	0	0	0	93	25	1	0	81	119	178	0	0	14	0	0	0	2	0	1	5	0	0	62	0	0	0	0	0	31
16.910	2	0	0	2	0	0	0	0	2	0	85	22	0	0	25	69	153	0	0	30	1	2	0	1	0	1	4	0	0	37	0	0	0	0	0	75
16.940	5	0	0	8	1	0	0	0	0	0	123	26	1	0	30	40	149	0	0	64	0	2	0	3	0	2	2	0	0	36	0	0	0	0	0	182
16.970	5	0	0	10	0	0	0	0	0	0	104	23	1	0	27	38	172	0	0	55	0	2	0	6	0	1	6	0	0	51	0	0	0	0	0	222
17.000	6	0	0	9	2	0	0	0	2	0	126	26	1	0	33	29	155	0	0	34	0	1	0	4	0	1	19	0	0	55	0	0	0	0	0	76
17.030	4	0	0	5	3	0	0	0	0	0	72	24	2	0	41	27	132	0	0	50	1	2	0	3	0	1	14	0	0	32	0	0	0	0	0	118
17.060	9	0	0	1	0	0	0	0	0	0	140	38	1	0	26	98	108	0	0	20	0	0	0	2	0	2	5	0	0	42	0	0	0	0	0	18
17.090	7	0	0	3	1	0	0	0	2	0	93	20	3	0	57	71	195	0	0	38	0	0	0	5	0	1	1	0	0	32	0	0	0	0	0	42
17.120	5	0	0	1	0	0	0	0	0	0	127	28	1	0	38	67	142	0	0	10	0	0	0	2	0	1	7	0	0	29	0	0	0	0	0	24
17.150	1	0	0	2	1	0	0	0	0	0	140	18	1	0	55	111	132	0	0	12	0	0	0	2	0	0	3	0	0	32	0	0	0	0	0	24
17.180	4	0	0	6	3	0	0	0	4	0	77	7	2	0	21	26	49	0	0	49	0	0	0	2	0	0	4	0	0	44	0	0	0	0	0	37
17.210	7	0	0	1	0	0	0	0	1	0	62	1	1	0	71	172	143	0	0	22	0	0	0	8	1	0	2	0	0	31	0	0	0	0	0	56
17.240	4	0	0	3	0	0	0	0	2	0	54	3	0	0	61	179	180	0	0	69	0	0	0	5	1	1	2	0	0	47	0	0	0	0	0	88
17.270	13	0	0	27	0	0	0	0	4	0	87	10	1	0	75	11	176	0	0	58	0	0	0	4	0	0	6	0	0	57	0	0	0	0	0	60
17.300	11	0	0	23	0	0	0	0	8	0	114	9	1	0	105	43	306	0	0	68	0	0	0	6	0	1	20	0	0	59	0	0	0	0	0	73
17.330	13	0	0	9	0	0	0	0	3	0	110	17	1	0	125	50	310	0	0	58	0	0	0	6	0	1	4	0	0	65	0	0	0	0	0	35
17.360	16	0	0	8	0	0	0	0	0	0	134	15	3	0	44	48	300	0	0	23	0	1	0	3	0	2	4	0	0	42	0	0	0	0	0	17
17.390	4	0	0	2	0	0	0	0	0	0	91	5	1	0	43	103	461	0	0	17	0	0	0	1	1	1	2	0	0	25	0	0	0	0	0	32
17.420	13	0	0	27	1	0	0	0	6	0	190	18	3	0	108	62	377	0	0	54	0	0	0	7	2	1	12	0	0	84	0	0	0	0	0	48
17.450	15	0	0	4	0	0	0	0	2	0	129	14	2	0	77	44	333	0	0	21	0	0	0	2	2	1	3	0	0	53	0	0	0	0	0	68
17.480	3	0	0	7	0	0	0	0	1	0	83	6	3	0	104	183	341	0	0	33	0	0	0	5	1	1	9	0	0	57	0	0	0	0	0	48
17.510	8	0	0	13	1	0	0	0	2	0	63	22	2	0	48	43	257	0	0	41	0	0	0	4	1	0	1	0	0	26	0	0	0	0	0	38
17.540	14	0	0	12	1	0	0	0	0	0	86	20	7	0	50	48	269	0	0	42	0	0	0	2	2	2	11	0	0	38	0	0	0	0	0	49
17.570	8	0	0	13	0	0	0	0	0	0	92	28	6	0	99	45	220	0	0	38	0	0	0	3	2	1	3	0	0	56	0	0	0	0	0	60
17.600	12	0	0	9	0	0	0	0	3	0	158	35	2	0	180	75	229	0	0	46	0	0	0	4	2	1	12	0	0	73	0	0	0	0	0	105
17.630	1	0	0	2	0	0	0	0	0	0	46	11	2	0	50	46	55	0	0	8	0	0	0	5	0	0	3	0	0	14	0	0	0	0	0	25
17.660	0	0	0	3	1	0	0	0	0	0	41	7	0	0	118	107	81	0	0	8	0	0	0	0	0	0	7	0	0	26	0	0	0	0	0	115
17.690	2	0	0	7	0	0	0	0	0	0	43	13	0	0	68	48	113	0	0	32	1	2	0	5	0	0	3	0	0	24	0	0	0	0	0	270
17.720	2	0	0	4	1	0	0	0	1	0	61	14	0	0	195	120	105	0	0	9	0	0	0	10	0	0	13	0	0	42	0	0	0	0	0	59
17.750	0	0	0	1	0	0	0	0	0	0	41	10	1	0	187	113	112	0	0	4	0	0	0	5	0	0	15	0	0	29	0	0	0	0	0	96
17.780	0	0	0	0	0	0	0	0	0	0	29	5	0	0	84	79	76	0	0	4	0	0	0	5	0	0	4	0	0	12	0	0	0	0	0	44
17.810	1	0	0	1	1	0	0	0	1	0	32	6	2	0	168	160	118	0	0	6	0	1	0	7	0	0	16	0	0	29	0	0	0	0	0	43
17.840	1	0	0	2	0	0	0	0	0	0	24	4	0	0	104	76	112	0	0	9	0	0	0	2	0	0	3	0	0	17	0	0	0	0	0	28
17.870	4	0	0	0	0	0	0	0	1	0	39	13	1	0	104	46	196	0	0	6	0	1	0	1	0	0	5	0	0	22	0	0	0	0	0	27
17.900	5	0	0	0	0	0	0	0	0	0	76	9	2	0	90	20	214	0	0	3	0	0	0	7	0	0	5	0	0	32	0	0	0	0	0	38
17.930	4	0	0	0	0	0	0	0	0	0	63	12	0	0	115	35	188	0	0	3	0	0	0	3	0	0	3	0	0	25	0	0	0	0	0	26
17.960	1	0	0	1	0	0	0	0	0	0	59	9	1	0	137	77	125	0	0	6	0	0	0	2	0	0	2	0	0	36	0	0	0	0	0	45
17.990	7	0	0	0	0	0	0	0	0	0	89	5	0	0	132	63	125	0	0	5	0	0	0	4	0	1	4	0	0	68	0	0	0	0	0	66
18.020	6	0	0	1	0	0	0	0	0	0	80	12	2	0	252	145	126	0	0	16	0	0	0	3	0	0	3	0	0	48	0	0	0	0	0	56
18.050	2	0	0	2	0	0	0	0	0	0	143	12	3	0	545	282	220	0	0	17	0	0	0	2	0	0	2	0	0	77	0	0	0	0	0	131
18.080	0	0	0	1	0	0	0	0	0	0	62	8	1	0	127	204	77	0	0	10	0	1	0	4	0	0	4	0	0	16	0	0	0	0	0	69
18.110	2	0	0	1	0	0	0	0	0	0	90	7	6	0	338	239	99	0	0	12	0	0	0	2	0	0	2	0	0	44	0	0	0	0	0	85
18.140	1	0	0	0	0	0	0	0	0	0	56	14	0	0	173	157	78	0	0	7	0	0	0	3	0	0	9	0	0	32	0	0	0	0	0	33
18.170	2	0	0	0	0	0	0	0	0	0	57	15	2	0	99	85	137	0	0	5	0	0	0	2	0	0	10	0	0	39	0	0	0	0	0	36
18.200	1	0	0	1	1	0	0	0	0	0	25	5	0	0	53	77	82	0	0	5	0	0	0	2	0	0	3	0	0	6	0	0	0	0	0	58
18.230	6	0	0	1	1	0	0	0	0	0	23	0	1	0	65	55	90	0	0	10	0	1	0	1	0	0	6	0	0	3	0	0	0	0	0	90
18.260	5	0	0	6	0	0	0	0	0	0	29	3	0	0	80	123	113	0	0	33	0	1	0	2	0	0	1	0	0	16	0	0	0	0	0	152
18.290	7	0	0	4	0	0	0	0	0	0	47	8	0	0	15	72	156	0	0	53	0	1	0	5	0	0	2	0	0	3	0	0	0	0	0	192
18.320	9	0	0	11	0	0	0	0	0	0	48	18	0	0	27	43	177	0	0	70	0	1	0	1	0	0	5	0	0	15	0	0	0	0	0	156
18.350	4	0	0	2	0	0	0	0	0	0	32	10	0	0	44	51	98	0	0	31	0	2	0	4	0	0	0	0	0	8	0	0	0	0	0	69
18.380	1	0	0	13	0	0	0	0	0	0	70	11	1	0	104	106	124	0	0	72	0	4	0	10	0	0	7	0	0	20	0	0	0	0	0	89
18.410	5	0	0	6	0	0	0	0	0	0	65	14	1	0	134	284	98	0	0	29	0	0	0	4	0	0	3	0	0	31	0	0	0	0	0	95
18.440	1	0	0	2	1	0	0	0	0	0	39	11	1	0	71	406	64	0	0	34	0	2	0	5	0	0	4	0	0	16	0	0	0	0	0	50
18.470	2	0	0	1	0	0	0	0	0	0	52	10	3	0	29	46	123	0	0	50	0	0	0	2	0	2	1	0	0	17	0	0	0	0	0	40
18.500	9	0	0	3	1	0	0	0	0	0	105	13	4	0	107	33	184	0	0	46	0	0	0	7	0	1	22	0	0	40	0	0	0	0	0	54
18.530	4	0	0	3	0	0	0	0	0	0	90	5	3	0	61	8	73	0	0	29	0	2	0	2	1	0	14	0	0	44	0	0	0	0	0	12
18.560	3	0	0	5	2	0	0	0	0	0	95	12	2	0	65	26	103	0	0	25	0	2	0	10	0	1	12	0	0	39	0	0	0	0	0	21
18.590	0	0	0	0	0	0	0	0	0	0	27	1	1	0	87	206	51	0	0	7	0	0	0	1	0	0	4	0	0	11	0	0	0	0	0	53
18.620	2	0	0	1	0	0	0	0	1	0	84	22	1	0	133	21	122	0	0	14	0	0	0	6	0	0	37	0	0	49	0	0	0	0	0	27
18.650	1	0	0	3	0	0	0	0	0	0	122	18	2	0	70	22	196	0	0	60	0	2	0	8	0	6	35	0	0	62	0	0	0	0	0	20
18.680	3	0	0	4	0	0	0	0	1	0	160	28	5	0	64	10	243	0	0	68	0	2	0	17	0	1	39	0	0	61	0	0	0	0	0	27
18.710	14	0	0	4	1	0	0	0	0	0	154	29	3	0	144	20	185	0	0	63	1	4	0	6	0	2	56	0	0	83	0	0	0	0	0	22
18.740	16	0	0	1	0	0	0	0	0	0	188	90	0	0	175	14	234	0	0	42	0	0	0	3	0	1	31	0	0	107	0	0	0	0	0	30
18.770	29	0	0	2	0	0	0	0	0	0	27	17	2	0	88	24	83	0	0	17	0	0	0	1	1	0	8	0	0	26	0	0	0	0	0	36
18.800	16	0	0	1	0	0	0	0	0	0	18	29	0	0	151	26	94	0	0	18	0	0	0	2	0	1	15	0	0	18	0	0	0	0	0	17
18.830	4	0	0	6	0	0	0	0	0	0	11	18	0	0	51	24	99	0	0	22	0	0	0	11	0	1	9	0	0	24	0	0	0	0	0	18
18.860	17	0	0	8	0	0	0	0	3	0	83	43	3	0	162	73	225	0	0	39	0	1	0	2	0	2	47	0	0	30	0	0	0	0	0	32
18.890	7	0	0	7	0	0	0	0	0	0	35	12	3	0	41	15	178	0	0	69	0	1	0	10	0	0	8	0	0	21	0	0	0	0	0	51
18.920	7	0	0	3	1	0	0	0	0	0	15	19	0	0	116	97	91	0	0	22	0	0	0	6	0	0	9	0	0	7	0	0	0	0	0	27
18.950	13	0	0	10	0	0	0	0	2	0	44	12	0	0	45	2	163	0	0	72	1	2	0	14	0	0	19	0	0	15	0	0	0	0	0	40
18.980	24	0	0	25	0	0	0	0	4	0	61	12	2	0	22	3	134	0	0	52	0	3	0	5	0	0	5	0	0	7	0	0	0	0	0	22
19.010	12	0	0	13	0	0	0	0	3	0	57	12	4	0	55	10	189	0	0	66	0	1	0	6	0	0	15	0	0	28	0	0	0	0	0	55
19.040	23	0	0	16	1	0	0	0	2	0	98	15	2	0	24	25	198	0	0	55	0	2	0	5	0	0	13	0	0	43	0	0	0	0	0	24
19.070	20	0	0	11	1	0	0	0	2	0	101	13	5	0	25	114	278	0	0	47	0	3	0	6	0	0	13	0	0	75	0	0	0	0	0	25
19.130	3	0	0	15	0	0	0	0	0	0	45	10	3	0	276	116	226	0	0	9	0	0	0	7	0	0	10	0	0	75	0	0	0	0	0	11
19.160	15	0	0	26	0	0	0	0	5	0	67	14	3	0	253	106	209	0	0	8	0	0	0	3	0	0	39	0	0	53	0	0	0	0	0	24
19.190	1	0	0	5	0	0	0	0	1	0	48	18	3	0	104	89	119	0	0	23	0	0	0	2	0	1	4	0	0	50	0	0	0	0	0	18
19.220	0	0	0	1	1	0	0	0	0	0	30	10	3	0	50	181	282	0	0	9	0	0	0	3	0	0	8	0	0	75	0	0	0	0	0	27
19.250	0	0	0	1	0	0	0	0	0	0	17	15	3	0	62	230	241	0	0	12	0	1	0	2	0	1	11	0	0	18	0	0	0	0	0	39
19.280	3	0	0	1	0	0	0	0	0	0	30	23	0	0	126	118	175	0	0	16	0	0	0	2	0	1	12	0	0	49	0	0	0	0	0	34
19.310	5	0	0	2	0	0	0	0	0	0	36	31	1	0	51	15	205	0	0	30	0	5	0	5	0	0	13	0	0	15	0	0	0	0	0	44
19.340	6	0	0	2	0	0	0	0	2	0	31	23	0	0	71	13	169	0	0	33	0	0	0	0	0	0	11	0	0	34	0	0	0	0	0	43
19.370	13	0	0	3	0	0	0	0	3	0	60	27	1	0	51	13	198	0	0	33	0	3	0	4	1	0	15	0	0	26	0	0	0	0	0	20
19.400	56	0	0	11	0	0	0	0	6	0	90	21	3	0	188	17	242	0	0	72	0	5	0	3	0	0	44	0	0	58	0	0	0	0	0	57
19.430	19	0	0	19	2	0	0	0	11	0	223	28	3	0	200	46	382	0	0	63	0	6	0	6	0	0	52	0	0	89	0	0	0	0	0	48
19.460	24	0	0	38	0	0	0	0	4	0	247	25	2	0	149	101	397	0	0	41	0	2	0	8	3	0	33	0	0	70	0	0	0	0	0	46
19.480	10	0	0	3	0	0	0	0	2	0	160	22	5	0	80	250	369	0	0	17	0	0	0	6	4	0	17	0	0	46	0	0	0	0	0	28
19.520	24	0	0	4	0	0	0	0	0	0	128	16	3	0	149	161	188	0	0	23	0	0	0	8	0	1	22	0	0	81	0	0	0	0	0	34
19.550	6	0	0	5	0	0	0	0	0	0	85	14	0	0	74	148	336	0	0	11	0	0	0	4	0	1	7	0	0	36	0	0	0	0	0	32
19.580	3	0	0	0	0	0	0	0	0	0	2	0	0	0	9	34	55	0	0	10	1	1	0	0	0	1	0	0	0	4	0	0	0	0	0	40
