Event,Latitude,Longitude,Depth sed,Symbiosis,Spine,Elevation,Absolute Abundance
V28-122,11.933,-78.68,1,symbiont-bearing,spinose,-10869,24
V28-122,11.933,-78.68,1,symbiont-facultative,non-spinose,-14492,33
V28-122,11.933,-78.68,1,symbiont-obligate,spinose,-25361,376
V28-122,11.933,-78.68,1,undetermined,non-spinose,-3623,0
V28-127,11.65,-80.13,1,symbiont-barren,non-spinose,-22659,78
V28-127,11.65,-80.13,1,symbiont-barren,spinose,-9711,0
V28-127,11.65,-80.13,1,symbiont-bearing,spinose,-9711,0
V28-127,11.65,-80.13,1,symbiont-facultative,non-spinose,-12948,21
V28-127,11.65,-80.13,1,symbiont-obligate,spinose,-22659,313
V28-127,11.65,-80.13,1,undetermined,non-spinose,-3237,0
V28-129,11.117,-80.4,0.8,symbiont-barren,non-spinose,-23800,78
V28-129,11.117,-80.4,0.8,symbiont-barren,spinose,-10200,1
V28-129,11.117,-80.4,0.8,symbiont-bearing,spinose,-10200,23
V28-129,11.117,-80.4,0.8,symbiont-facultative,non-spinose,-13600,42
V28-129,11.117,-80.4,0.8,symbiont-obligate,spinose,-23800,321
V28-129,11.117,-80.4,0.8,undetermined,non-spinose,-3400,0
V28-201,2.767,-173.9,0.2,symbiont-barren,non-spinose,-22519,0
V28-201,2.767,-173.9,0.2,symbiont-barren,spinose,-9651,0
V28-201,2.767,-173.9,0.2,symbiont-bearing,spinose,-9651,0
V28-201,2.767,-173.9,0.2,symbiont-facultative,non-spinose,-12868,0
V28-201,2.767,-173.9,0.2,symbiont-obligate,spinose,-22519,0
V28-201,2.767,-173.9,0.2,undetermined,non-spinose,-3217,0
V28-203,0.95,-179.4,0.4,symbiont-barren,non-spinose,-22701,0
V28-203,0.95,-179.4,0.4,symbiont-barren,spinose,-9729,0
V28-203,0.95,-179.4,0.4,symbiont-bearing,spinose,-9729,0
V28-203,0.95,-179.4,0.4,symbiont-facultative,non-spinose,-12972,0
V28-203,0.95,-179.4,0.4,symbiont-obligate,spinose,-22701,0
V28-203,0.95,-179.4,0.4,undetermined,non-spinose,-3243,0
V28-230,-5.5,166.75,0.2,symbiont-barren,non-spinose,-20944,0
V28-230,-5.5,166.75,0.2,symbiont-barren,spinose,-8976,0
V28-230,-5.5,166.75,0.2,symbiont-bearing,spinose,-8976,0
V28-230,-5.5,166.75,0.2,symbiont-facultative,non-spinose,-11968,0
V28-230,-5.5,166.75,0.2,symbiont-obligate,spinose,-20944,0
V28-230,-5.5,166.75,0.2,undetermined,non-spinose,-2992,0
V28-238,1.017,160.48,0.35,symbiont-barren,non-spinose,-21840,0
V28-238,1.017,160.48,0.35,symbiont-barren,spinose,-9360,0
V28-238,1.017,160.48,0.35,symbiont-bearing,spinose,-9360,0
V28-238,1.017,160.48,0.35,symbiont-facultative,non-spinose,-12480,0
V28-238,1.017,160.48,0.35,symbiont-obligate,spinose,-21840,0
V28-238,1.017,160.48,0.35,undetermined,non-spinose,-3120,0
V28-239,3.25,159.18,0.3,symbiont-barren,non-spinose,-24430,0
V28-239,3.25,159.18,0.3,symbiont-barren,spinose,-10470,0
V28-239,3.25,159.18,0.3,symbiont-bearing,spinose,-10470,0
V28-239,3.25,159.18,0.3,symbiont-facultative,non-spinose,-13960,0
V28-239,3.25,159.18,0.3,symbiont-obligate,spinose,-24430,0
V28-239,3.25,159.18,0.3,undetermined,non-spinose,-3490,0
V28-243,11.067,138.53,0.2,symbiont-barren,non-spinose,-14903,0
V28-243,11.067,138.53,0.2,symbiont-barren,spinose,-6387,0
V28-243,11.067,138.53,0.2,symbiont-bearing,spinose,-6387,0
V28-243,11.067,138.53,0.2,symbiont-facultative,non-spinose,-8516,0
V28-243,11.067,138.53,0.2,symbiont-obligate,spinose,-14903,0
V28-243,11.067,138.53,0.2,undetermined,non-spinose,-2129,0
V28-294,28.433,139.97,0.04,symbiont-barren,non-spinose,-16156,0
V28-294,28.433,139.97,0.04,symbiont-barren,spinose,-6924,0
V28-294,28.433,139.97,0.04,symbiont-bearing,spinose,-6924,0
V28-294,28.433,139.97,0.04,symbiont-facultative,non-spinose,-9232,0
V28-294,28.433,139.97,0.04,symbiont-obligate,spinose,-16156,0
V28-294,28.433,139.97,0.04,undetermined,non-spinose,-2308,0
V28-304,28.533,134.13,0.45,symbiont-barren,non-spinose,-20594,0
V28-304,28.533,134.13,0.45,symbiont-barren,spinose,-8826,0
V28-304,28.533,134.13,0.45,symbiont-bearing,spinose,-8826,0
V28-304,28.533,134.13,0.45,symbiont-facultative,non-spinose,-11768,0
V28-304,28.533,134.13,0.45,symbiont-obligate,spinose,-20594,0
V28-304,28.533,134.13,0.45,undetermined,non-spinose,-2942,0
V28-310,25.417,125.63,0.4,symbiont-barren,non-spinose,-11053,0
V28-310,25.417,125.63,0.4,symbiont-barren,spinose,-4737,0
V28-310,25.417,125.63,0.4,symbiont-bearing,spinose,-4737,0
V28-310,25.417,125.63,0.4,symbiont-facultative,non-spinose,-6316,0
V28-310,25.417,125.63,0.4,symbiont-obligate,spinose,-11053,0
V28-310,25.417,125.63,0.4,undetermined,non-spinose,-1579,0
V28-342,-14.1,120.5,0.9,symbiont-barren,non-spinose,-19110,0
V28-342,-14.1,120.5,0.9,symbiont-barren,spinose,-8190,0
V28-342,-14.1,120.5,0.9,symbiont-bearing,spinose,-8190,0
V28-342,-14.1,120.5,0.9,symbiont-facultative,non-spinose,-10920,0
V28-342,-14.1,120.5,0.9,symbiont-obligate,spinose,-19110,0
V28-342,-14.1,120.5,0.9,undetermined,non-spinose,-2730,0
V28-345,-17.67,117.95,0.9,symbiont-barren,non-spinose,-13328,0
V28-345,-17.67,117.95,0.9,symbiont-barren,spinose,-5712,0
V28-345,-17.67,117.95,0.9,symbiont-bearing,spinose,-5712,0
V28-345,-17.67,117.95,0.9,symbiont-facultative,non-spinose,-7616,0
V28-345,-17.67,117.95,0.9,symbiont-obligate,spinose,-13328,0
V28-345,-17.67,117.95,0.9,undetermined,non-spinose,-1904,0
V28-89,44.533,-32.58,0.72,symbiont-barren,non-spinose,-25501,0
V28-89,44.533,-32.58,0.72,symbiont-barren,spinose,-10929,0
V28-89,44.533,-32.58,0.72,symbiont-bearing,spinose,-10929,0
V28-89,44.533,-32.58,0.72,symbiont-facultative,non-spinose,-14572,0
V28-89,44.533,-32.58,0.72,symbiont-obligate,spinose,-25501,0
V28-89,44.533,-32.58,0.72,undetermined,non-spinose,-3643,0
V29-144,-0.2,6.05,0.85,symbiont-barren,non-spinose,-18795,0
V29-144,-0.2,6.05,0.85,symbiont-barren,spinose,-8055,0
V29-144,-0.2,6.05,0.85,symbiont-bearing,spinose,-8055,0
V29-144,-0.2,6.05,0.85,symbiont-facultative,non-spinose,-10740,0
V29-144,-0.2,6.05,0.85,symbiont-obligate,spinose,-18795,0
V29-144,-0.2,6.05,0.85,undetermined,non-spinose,-2685,0
V29-15,11.95,88.733,0.7,symbiont-barren,non-spinose,-22211,0
V29-15,11.95,88.733,0.7,symbiont-barren,spinose,-9519,0
V29-15,11.95,88.733,0.7,symbiont-bearing,spinose,-9519,0
V29-15,11.95,88.733,0.7,symbiont-facultative,non-spinose,-12692,0
V29-15,11.95,88.733,0.7,symbiont-obligate,spinose,-22211,0
V29-15,11.95,88.733,0.7,undetermined,non-spinose,-3173,0
V29-172,33.7,-29.38,0.4,symbiont-barren,non-spinose,-22799,114
V29-172,33.7,-29.38,0.4,symbiont-barren,spinose,-9771,3
V29-172,33.7,-29.38,0.4,symbiont-bearing,spinose,-9771,10
V29-172,33.7,-29.38,0.4,symbiont-facultative,non-spinose,-13028,109
V29-172,33.7,-29.38,0.4,symbiont-obligate,spinose,-22799,64
V29-172,33.7,-29.38,0.4,undetermined,non-spinose,-3257,0
V29-173,33.7,-29.38,0.25,symbiont-barren,non-spinose,-22946,80
V29-173,33.7,-29.38,0.25,symbiont-barren,spinose,-9834,17
V29-173,33.7,-29.38,0.25,symbiont-bearing,spinose,-9834,3
V29-173,33.7,-29.38,0.25,symbiont-facultative,non-spinose,-13112,101
V29-173,33.7,-29.38,0.25,symbiont-obligate,spinose,-22946,111
V29-173,33.7,-29.38,0.25,undetermined,non-spinose,-3278,0
V29-174,36.3,-29.37,0.4,symbiont-barren,non-spinose,-23940,118
V29-174,36.3,-29.37,0.4,symbiont-barren,spinose,-10260,46
V29-174,36.3,-29.37,0.4,symbiont-bearing,spinose,-10260,0
V29-174,36.3,-29.37,0.4,symbiont-facultative,non-spinose,-13680,105
V29-174,36.3,-29.37,0.4,symbiont-obligate,spinose,-23940,112
V29-174,36.3,-29.37,0.4,undetermined,non-spinose,-3420,0
V29-177,41.533,-25.72,0.42,symbiont-barren,non-spinose,-23737,0
V29-177,41.533,-25.72,0.42,symbiont-barren,spinose,-10173,0
V29-177,41.533,-25.72,0.42,symbiont-bearing,spinose,-10173,0
V29-177,41.533,-25.72,0.42,symbiont-facultative,non-spinose,-13564,0
V29-177,41.533,-25.72,0.42,symbiont-obligate,spinose,-23737,0
V29-177,41.533,-25.72,0.42,undetermined,non-spinose,-3391,0
V29-178,42.85,-25.15,0.49,symbiont-barren,non-spinose,-24136,0
V29-178,42.85,-25.15,0.49,symbiont-barren,spinose,-10344,0
V29-178,42.85,-25.15,0.49,symbiont-bearing,spinose,-10344,0
V29-178,42.85,-25.15,0.49,symbiont-facultative,non-spinose,-13792,0
V29-178,42.85,-25.15,0.49,symbiont-obligate,spinose,-24136,0
V29-178,42.85,-25.15,0.49,undetermined,non-spinose,-3448,0
V29-179,44.017,-24.53,0.73,symbiont-barren,non-spinose,-23317,0
V29-179,44.017,-24.53,0.73,symbiont-barren,spinose,-9993,0
V29-179,44.017,-24.53,0.73,symbiont-bearing,spinose,-9993,0
V29-179,44.017,-24.53,0.73,symbiont-facultative,non-spinose,-13324,0
V29-179,44.017,-24.53,0.73,symbiont-obligate,spinose,-23317,0
V29-179,44.017,-24.53,0.73,undetermined,non-spinose,-3331,0
V29-180,45.3,-23.87,0.58,symbiont-barren,non-spinose,-22253,0
V29-180,45.3,-23.87,0.58,symbiont-barren,spinose,-9537,0
V29-180,45.3,-23.87,0.58,symbiont-bearing,spinose,-9537,0
V29-180,45.3,-23.87,0.58,symbiont-facultative,non-spinose,-12716,0
V29-180,45.3,-23.87,0.58,symbiont-obligate,spinose,-22253,0
V29-180,45.3,-23.87,0.58,undetermined,non-spinose,-3179,0
V29-29,5.117,77.583,0.8,symbiont-barren,non-spinose,-18711,62
V29-29,5.117,77.583,0.8,symbiont-barren,spinose,-8019,74
V29-29,5.117,77.583,0.8,symbiont-bearing,spinose,-8019,9
V29-29,5.117,77.583,0.8,symbiont-facultative,non-spinose,-10692,112
V29-29,5.117,77.583,0.8,symbiont-obligate,spinose,-18711,58
V29-29,5.117,77.583,0.8,undetermined,non-spinose,-2673,0
V29-30,3.083,76.25,0.8,symbiont-barren,non-spinose,-51114,162
V29-30,3.083,76.25,0.8,symbiont-barren,spinose,-21906,56
V29-30,3.083,76.25,0.8,symbiont-bearing,spinose,-21906,13
V29-30,3.083,76.25,0.8,symbiont-facultative,non-spinose,-29208,293
V29-30,3.083,76.25,0.8,symbiont-obligate,spinose,-51114,177
V29-30,3.083,76.25,0.8,undetermined,non-spinose,-7302,8
V29-48,-6.267,63.433,0.3,symbiont-barren,non-spinose,-27174,69
V29-48,-6.267,63.433,0.3,symbiont-barren,spinose,-11646,21
V29-48,-6.267,63.433,0.3,symbiont-bearing,spinose,-11646,4
V29-48,-6.267,63.433,0.3,symbiont-facultative,non-spinose,-15528,115
V29-48,-6.267,63.433,0.3,symbiont-obligate,spinose,-27174,135
V29-48,-6.267,63.433,0.3,undetermined,non-spinose,-3882,4
V30-100,44.117,-32.5,0.65,symbiont-barren,non-spinose,-24633,0
V30-100,44.117,-32.5,0.65,symbiont-barren,spinose,-10557,0
V30-100,44.117,-32.5,0.65,symbiont-bearing,spinose,-10557,0
V30-100,44.117,-32.5,0.65,symbiont-facultative,non-spinose,-14076,0
V30-100,44.117,-32.5,0.65,symbiont-obligate,spinose,-24633,0
V30-100,44.117,-32.5,0.65,undetermined,non-spinose,-3519,0
V30-36,5.35,-27.32,0.4,symbiont-barren,non-spinose,-59430,0
V30-36,5.35,-27.32,0.4,symbiont-barren,spinose,-25470,0
V30-36,5.35,-27.32,0.4,symbiont-bearing,spinose,-25470,0
V30-36,5.35,-27.32,0.4,symbiont-facultative,non-spinose,-33960,0
V30-36,5.35,-27.32,0.4,symbiont-obligate,spinose,-59430,0
V30-36,5.35,-27.32,0.4,undetermined,non-spinose,-8490,0
V30-40,-0.2,-23.15,0.66,symbiont-barren,non-spinose,-25942,0
V30-40,-0.2,-23.15,0.66,symbiont-barren,spinose,-11118,0
V30-40,-0.2,-23.15,0.66,symbiont-bearing,spinose,-11118,0
V30-40,-0.2,-23.15,0.66,symbiont-facultative,non-spinose,-14824,0
V30-40,-0.2,-23.15,0.66,symbiont-obligate,spinose,-25942,0
V30-40,-0.2,-23.15,0.66,undetermined,non-spinose,-3706,0
V30-41,0.217,-23.07,0.445,symbiont-barren,non-spinose,-27118,0
V30-41,0.217,-23.07,0.445,symbiont-barren,spinose,-11622,0
V30-41,0.217,-23.07,0.445,symbiont-bearing,spinose,-11622,0
V30-41,0.217,-23.07,0.445,symbiont-facultative,non-spinose,-15496,0
V30-41,0.217,-23.07,0.445,symbiont-obligate,spinose,-27118,0
V30-41,0.217,-23.07,0.445,undetermined,non-spinose,-3874,0
V30-49,18.433,-21.08,0.84,symbiont-barren,non-spinose,-21651,0
V30-49,18.433,-21.08,0.84,symbiont-barren,spinose,-9279,0
V30-49,18.433,-21.08,0.84,symbiont-bearing,spinose,-9279,0
V30-49,18.433,-21.08,0.84,symbiont-facultative,non-spinose,-12372,0
V30-49,18.433,-21.08,0.84,symbiont-obligate,spinose,-21651,0
V30-49,18.433,-21.08,0.84,undetermined,non-spinose,-3093,0
V30-51,19.867,-19.92,0.54,symbiont-barren,non-spinose,-23863,0
V30-51,19.867,-19.92,0.54,symbiont-barren,spinose,-10227,0
V30-51,19.867,-19.92,0.54,symbiont-bearing,spinose,-10227,0
V30-51,19.867,-19.92,0.54,symbiont-facultative,non-spinose,-13636,0
V30-51,19.867,-19.92,0.54,symbiont-obligate,spinose,-23863,0
V30-51,19.867,-19.92,0.54,undetermined,non-spinose,-3409,0
V30-96,39.95,-33.13,0.63,symbiont-barren,non-spinose,-22316,0
V30-96,39.95,-33.13,0.63,symbiont-barren,spinose,-9564,0
V30-96,39.95,-33.13,0.63,symbiont-bearing,spinose,-9564,0
V30-96,39.95,-33.13,0.63,symbiont-facultative,non-spinose,-12752,0
V30-96,39.95,-33.13,0.63,symbiont-obligate,spinose,-22316,0
V30-96,39.95,-33.13,0.63,undetermined,non-spinose,-3188,0
V30-97,41,-32.93,0.76,symbiont-barren,non-spinose,-23597,0
V30-97,41,-32.93,0.76,symbiont-barren,spinose,-10113,0
V30-97,41,-32.93,0.76,symbiont-bearing,spinose,-10113,0
V30-97,41,-32.93,0.76,symbiont-facultative,non-spinose,-13484,0
V30-97,41,-32.93,0.76,symbiont-obligate,spinose,-23597,0
V30-97,41,-32.93,0.76,undetermined,non-spinose,-3371,0
V30-99,43.15,-32.45,0.32,symbiont-barren,non-spinose,-25158,0
V30-99,43.15,-32.45,0.32,symbiont-barren,spinose,-10782,0
V30-99,43.15,-32.45,0.32,symbiont-bearing,spinose,-10782,0
V30-99,43.15,-32.45,0.32,symbiont-facultative,non-spinose,-14376,0
V30-99,43.15,-32.45,0.32,symbiont-obligate,spinose,-25158,0
V30-99,43.15,-32.45,0.32,undetermined,non-spinose,-3594,0
V32-126,35.318,177.92,0.25,symbiont-barren,non-spinose,-27090,0
V32-126,35.318,177.92,0.25,symbiont-barren,spinose,-11610,0
V32-126,35.318,177.92,0.25,symbiont-bearing,spinose,-11610,0
V32-126,35.318,177.92,0.25,symbiont-facultative,non-spinose,-15480,0
V32-126,35.318,177.92,0.25,symbiont-obligate,spinose,-27090,0
V32-126,35.318,177.92,0.25,undetermined,non-spinose,-3870,0
V32-128,36.458,177.16,0.32,symbiont-barren,non-spinose,-25361,0
V32-128,36.458,177.16,0.32,symbiont-barren,spinose,-10869,0
V32-128,36.458,177.16,0.32,symbiont-bearing,spinose,-10869,0
V32-128,36.458,177.16,0.32,symbiont-facultative,non-spinose,-14492,0
V32-128,36.458,177.16,0.32,symbiont-obligate,spinose,-25361,0
V32-128,36.458,177.16,0.32,undetermined,non-spinose,-3623,0
V32-139,31.573,151.1,0.01,symbiont-barren,non-spinose,-14224,0
V32-139,31.573,151.1,0.01,symbiont-barren,spinose,-6096,0
V32-139,31.573,151.1,0.01,symbiont-bearing,spinose,-6096,0
V32-139,31.573,151.1,0.01,symbiont-facultative,non-spinose,-8128,0
V32-139,31.573,151.1,0.01,symbiont-obligate,spinose,-14224,0
V32-139,31.573,151.1,0.01,undetermined,non-spinose,-2032,0
V32-8,34.78,-32.42,0.76,symbiont-barren,non-spinose,-22764,0
V32-8,34.78,-32.42,0.76,symbiont-barren,spinose,-9756,0
V32-8,34.78,-32.42,0.76,symbiont-bearing,spinose,-9756,0
V32-8,34.78,-32.42,0.76,symbiont-facultative,non-spinose,-13008,0
V32-8,34.78,-32.42,0.76,symbiont-obligate,spinose,-22764,0
V32-8,34.78,-32.42,0.76,undetermined,non-spinose,-3252,0
V34-101,17.488,67.423,0.4,symbiont-barren,non-spinose,-21266,0
V34-101,17.488,67.423,0.4,symbiont-barren,spinose,-9114,0
V34-101,17.488,67.423,0.4,symbiont-bearing,spinose,-9114,0
V34-101,17.488,67.423,0.4,symbiont-facultative,non-spinose,-12152,0
V34-101,17.488,67.423,0.4,symbiont-obligate,spinose,-21266,0
V34-101,17.488,67.423,0.4,undetermined,non-spinose,-3038,0
V34-109,19.733,66.083,0.8,symbiont-barren,non-spinose,-19194,0
V34-109,19.733,66.083,0.8,symbiont-barren,spinose,-8226,0
V34-109,19.733,66.083,0.8,symbiont-bearing,spinose,-8226,0
V34-109,19.733,66.083,0.8,symbiont-facultative,non-spinose,-10968,0
V34-109,19.733,66.083,0.8,symbiont-obligate,spinose,-19194,0
V34-109,19.733,66.083,0.8,undetermined,non-spinose,-2742,0
V34-111,17.617,63.883,0.6,symbiont-barren,non-spinose,-25361,0
V34-111,17.617,63.883,0.6,symbiont-barren,spinose,-10869,0
V34-111,17.617,63.883,0.6,symbiont-bearing,spinose,-10869,0
V34-111,17.617,63.883,0.6,symbiont-facultative,non-spinose,-14492,0
V34-111,17.617,63.883,0.6,symbiont-obligate,spinose,-25361,0
V34-111,17.617,63.883,0.6,undetermined,non-spinose,-3623,0
V34-87,13.273,57.348,1,symbiont-barren,non-spinose,-15008,0
V34-87,13.273,57.348,1,symbiont-barren,spinose,-6432,0
V34-87,13.273,57.348,1,symbiont-bearing,spinose,-6432,0
V34-87,13.273,57.348,1,symbiont-facultative,non-spinose,-8576,0
V34-87,13.273,57.348,1,symbiont-obligate,spinose,-15008,0
V34-87,13.273,57.348,1,undetermined,non-spinose,-2144,0
V34-88,16.54,59.755,1,symbiont-barren,non-spinose,-15197,0
V34-88,16.54,59.755,1,symbiont-barren,spinose,-6513,0
V34-88,16.54,59.755,1,symbiont-bearing,spinose,-6513,0
V34-88,16.54,59.755,1,symbiont-facultative,non-spinose,-8684,0
V34-88,16.54,59.755,1,symbiont-obligate,spinose,-15197,0
V34-88,16.54,59.755,1,undetermined,non-spinose,-2171,0
V34-91,20.937,64.033,0.7,symbiont-barren,non-spinose,-23751,0
V34-91,20.937,64.033,0.7,symbiont-barren,spinose,-10179,0
V34-91,20.937,64.033,0.7,symbiont-bearing,spinose,-10179,0
V34-91,20.937,64.033,0.7,symbiont-facultative,non-spinose,-13572,0
V34-91,20.937,64.033,0.7,symbiont-obligate,spinose,-23751,0
V34-91,20.937,64.033,0.7,undetermined,non-spinose,-3393,0
V34-92,21.148,65.118,0.85,symbiont-barren,non-spinose,-22162,0
V34-92,21.148,65.118,0.85,symbiont-barren,spinose,-9498,0
V34-92,21.148,65.118,0.85,symbiont-bearing,spinose,-9498,0
V34-92,21.148,65.118,0.85,symbiont-facultative,non-spinose,-12664,0
V34-92,21.148,65.118,0.85,symbiont-obligate,spinose,-22162,0
V34-92,21.148,65.118,0.85,undetermined,non-spinose,-3166,0
VNTR01-8PC,0.037,-110.48,0.41,symbiont-barren,non-spinose,-26537,0
VNTR01-8PC,0.037,-110.48,0.41,symbiont-barren,spinose,-11373,0
VNTR01-8PC,0.037,-110.48,0.41,symbiont-bearing,spinose,-11373,0
VNTR01-8PC,0.037,-110.48,0.41,symbiont-facultative,non-spinose,-15164,0
VNTR01-8PC,0.037,-110.48,0.41,symbiont-obligate,spinose,-26537,0
VNTR01-8PC,0.037,-110.48,0.41,undetermined,non-spinose,-3791,0
Y69-106P,-2.983,-86.55,0.3,symbiont-barren,non-spinose,-20090,0
Y69-106P,-2.983,-86.55,0.3,symbiont-barren,spinose,-8610,0
Y69-106P,-2.983,-86.55,0.3,symbiont-bearing,spinose,-8610,0
Y69-106P,-2.983,-86.55,0.3,symbiont-facultative,non-spinose,-11480,0
Y69-106P,-2.983,-86.55,0.3,symbiont-obligate,spinose,-20090,0
Y69-106P,-2.983,-86.55,0.3,undetermined,non-spinose,-2870,0
Y69-71P,0.1,-86.483,1.8,symbiont-barren,non-spinose,-19180,0
Y69-71P,0.1,-86.483,1.8,symbiont-barren,spinose,-8220,0
Y69-71P,0.1,-86.483,1.8,symbiont-bearing,spinose,-8220,0
Y69-71P,0.1,-86.483,1.8,symbiont-facultative,non-spinose,-10960,0
Y69-71P,0.1,-86.483,1.8,symbiont-obligate,spinose,-19180,0
Y69-71P,0.1,-86.483,1.8,undetermined,non-spinose,-2740,0
Y71-03-02,7.172,-85.152,0.2,symbiont-barren,non-spinose,-15148,0
Y71-03-02,7.172,-85.152,0.2,symbiont-barren,spinose,-6492,0
Y71-03-02,7.172,-85.152,0.2,symbiont-bearing,spinose,-6492,0
Y71-03-02,7.172,-85.152,0.2,symbiont-facultative,non-spinose,-8656,0
Y71-03-02,7.172,-85.152,0.2,symbiont-obligate,spinose,-15148,0
Y71-03-02,7.172,-85.152,0.2,undetermined,non-spinose,-2164,0
Y71-06-12,-16.443,-77.563,0.49,symbiont-barren,non-spinose,-19138,0
Y71-06-12,-16.443,-77.563,0.49,symbiont-barren,spinose,-8202,0
Y71-06-12,-16.443,-77.563,0.49,symbiont-bearing,spinose,-8202,0
Y71-06-12,-16.443,-77.563,0.49,symbiont-facultative,non-spinose,-10936,0
Y71-06-12,-16.443,-77.563,0.49,symbiont-obligate,spinose,-19138,0
Y71-06-12,-16.443,-77.563,0.49,undetermined,non-spinose,-2734,0
Y71-09-101,-6.383,-106.935,0.63,symbiont-barren,non-spinose,-22225,0
Y71-09-101,-6.383,-106.935,0.63,symbiont-barren,spinose,-9525,0
Y71-09-101,-6.383,-106.935,0.63,symbiont-bearing,spinose,-9525,0
Y71-09-101,-6.383,-106.935,0.63,symbiont-facultative,non-spinose,-12700,0
Y71-09-101,-6.383,-106.935,0.63,symbiont-obligate,spinose,-22225,0
Y71-09-101,-6.383,-106.935,0.63,undetermined,non-spinose,-3175,0
