Latitude,Longitude,O. universa,G. conglobatus,G. ruber albus,G. tenellus,T. sacculifer,S. dehiscens,G. siphonifera,G. calida,G. bulloides,G. falconensis,B. digitata,G. rubescens,T. quinqueloba,N. pachyderma,N. incompta,N. dutertrei,G. conglomerata,G. hexagonus,P. obliquiloculata,G. inflata,G. crassaformis,G. hirsuta,G. scitula,G. glutinata,G. truncatulinoides,G. aequilateralis,G. menardii,H. pelagica,G. ruber ruber,G. tumida,G. digitata,T. humilis,C. nitida,G. uvula,D. anfracta,G. theyeri,T. iota,G. cavernula,G. cultrata,G. tenella,G. adamsi,G. crassa
-15.68,-9.455,0.0132,0.0054,0.1944,0.0273,0.07865,0,0.02415,0.0072,0.10205,0.07715,0,0.01255,0.0017,0.00085,0.0675,0.015,0,0,0.00215,0.1717,0.0317,2e-04,0.01255,0.08205,0.06555,0.02415,0,0,0,0.00045,0.0024,0,0,,0,0,0,0,0,0.0273,,
-20.3667,-12.7067,0.00965,0.0089,0.24385,0.02505,0.07345,0,0.0248,0.00785,0.1778,0.02025,0,0.0474,0.0016,0,0.0344,0.00895,0,0,0,0.10225,0.0182,0,0.0181,0.0864,0.06355,0.0248,4e-04,2e-04,0.00815,2e-04,0.00385,0.00175,0.0019,,0.0032,0,0.00175,0,0,0.02505,,
-15.5367,-17.0683,0.011,0.0103,0.3573,0,0.1335,0,0.0161,7e-04,0.1379,0.0279,0,0.0778,0,0,0.0015,0.0044,0,0,0,0.0822,0.0139,0,0,0.0682,0.0366,0.0161,0,0,0.0044,0,0.0066,0,0.0022,,0.0029,0,0,0,0,0,,
-3.6783,-32.0067,0.011,0.00175,0.2878,0,0.29395,0,0.02855,0.0047,0.01605,0,0,0,0,0,0.05155,0.0814,0,0,0,0.0221,0.00845,0,0.00175,0.0554,0.1167,0.02855,0.00235,0,0.0087,0,0.00085,0.00085,0,,0,0.0057,0,0,0,0,,
2.3117,-30.6467,0.00235,0.00205,0.186275,0.00635,0.08375,0,0.01125,0.0074,0.06345,0.02915,0,0.04535,0.0022,0,0.10715,0.1175,0,0,0.001,0.0286,0.0148,0,0.0125,0.1574,0.0468,0.01125,7e-04,0,0.06365,0.00095,0.0041,0,0.00245,,0,0,0,0,0,0.00635,,
2.27,-33.01,0.0044,0.0053,0.3316,0.0012,0.1487,0,0.0132,0,0.03295,0.00645,0,0.00695,0,0.00175,0.0873,0.09605,0,0,0.0028,0.0305,0.02375,0,0.00355,0.11905,0.06635,0.0132,6e-04,0,0,0.0012,0.00305,0,0.00105,,0.00085,0,0,0,0,0.0012,,
5.3333,-34.025,0.0099,0.002,0.3158,0,0.2981,0,0.0515,0.0109,0.002,0,0,0.0178,0,0.002,0.0238,0.0713,0,0,0,0,0.0178,0,0.0119,0.098,0.0347,0.0515,0,0,0.0287,0,0.001,0,0.003,,0,0,0,0,0,0,,
4.2383,-43.6667,0.0245333333333333,0.00256666666666667,0.381266666666667,0.000966666666666667,0.201233333333333,0,0.0232,0.0069,0.0131,0.0098,0,0.0126666666666667,0,0,0.0106333333333333,0.0329666666666667,0.0027,0,0.00546666666666667,0.000333333333333333,0.0172,0,0.000966666666666667,0.110033333333333,0.0914666666666667,0.0232,0,0,0.0421,0.00156666666666667,0.000466666666666667,0,0,,0,0,0,0,0,0.000966666666666667,,
3.8317,-41.6217,0.00355,0.00435,0.3798,0.0075,0.2262,0,0.0141,0.02925,0.0016,0.00715,0,0.00825,0,0,0.0263,0.02225,0,0,0.00235,0,0.00865,0,0,0.12415,0.0978,0.0141,0.00555,0,0.01915,0,0.00775,0,8e-04,,0,0,0,0,0,0.0075,,
1.95,3.5517,0.02754,0.00282,0.095,0.00062,0.0649,0,0.03072,0.0045,0.02972,0.00102,0,0.01712,0.00026,0.0018,0.08334,0.25382,0,0,0,0.11492,0.03834,0.00134,0.00992,0.05902,0.00038,0.03072,0,0,0.15208,0.00026,0.00468,0.00084,0,,0,0.00426,0,0,0,0.00062,,
-19.5617,11.175,0.007875,0,0.00275,0.012175,0,0,0.0049,0,0.0984,0.002275,0,0.002275,0.039625,0.602525,0.15005,0,0,0,0,0.018325,0.006675,0.001375,0,0.0451,0,0.0049,0,0,0,0,0,0,0,,0,0,0,0,0,0.012175,,
-23.315,12.3767,0.000941176470588235,0,0.00129411764705882,0.000294117647058824,0.000235294117647059,0,0.000176470588235294,0,0.0977647058823529,0.000705882352941177,0,0,0.0405294117647059,0.600647058823529,0.171235294117647,0.0553529411764706,0,0.00123529411764706,0.000117647058823529,0.0119411764705882,0.000470588235294118,0,0.00223529411764706,0.00823529411764706,0.00170588235294118,0.000176470588235294,0,0,0,0,0.000176470588235294,0,0,,0,0,0,0,0,0.000294117647058824,,
-29.45,11.75,0.00645,0,0.0435,0,0.0032,0,0.0067,0.00195,0.10855,0,0,0.0089,0.00595,0.0164,0.5037,0.01585,0,0,0,0.1955,0.0016,0.008,0.0032,0.0314,0.02595,0.0067,8e-04,0,0,0,0.00165,0,0,,0,0,0,0,0,0,,
-8.675,-11.845,0.0248666666666667,0.0108666666666667,0.15205,4e-04,0.139366666666667,0,0.0327333333333333,0.0225666666666667,0.0441333333333333,0.00213333333333333,0,0.0434,0.00116666666666667,4e-04,0.0930666666666667,0.0977666666666667,0,0,0,0.0983333333333333,0.0224333333333333,0,0.0159,0.101,0.0367,0.0327333333333333,0,0,0.0489666666666667,0,0.00403333333333333,0.002,0.000466666666666667,,0,0.00443333333333333,0,0,0,4e-04,,
-17.1433,-13.9867,0.0109,0.00605,0.3508,0.018,0.0846,0,0.02895,0.01325,0.06285,0.0033,0,0.1,0,0,0.0088,0.0016,0,0,0.0054,0.0841,0.0093,0,0.01695,0.092,0.0484,0.02895,0.00645,0.00045,0.03845,4e-04,0.00455,0.00285,0.00135,,0,0,0,0,0,0.018,,
-30.87,14.3433,0.00903333333333333,0,0.0227333333333333,0.000733333333333334,0.0059,0,0.0131,0.0032,0.1257,0,0,0.00586666666666667,0.00743333333333333,0.00103333333333333,0.6354,0.0127666666666667,0,0,0,0.106966666666667,0.000366666666666667,0.00636666666666667,0.0044,0.0162333333333333,0.0207,0.0131,3e-04,0,0,0,0,0.00196666666666667,0,,0,0,0,0,0,0.000733333333333334,,
-31.9,-1.33,0.0064,1e-04,0.0813,0,0,0,0.0164,0,0.331,0.0183,0,0.0114,0,0.0069,0.2034,0,0,0,0,0.1429,0.0029,0.0301,0.0106,0.0389,0.0914,0.0164,0,0,0,0,0.0011,0,0,,0.0046,0,0.0023,0,0,0,,
-36.06,-8.7783,0.0024,0,0.0149,0,0,0,0,0,0.34,0,0,0.0037,0.0355,0.0289,0.2995,0,0,0,0,0.1849,0.0042,0.0136,9e-04,0.0219,0.0419,0,0,0,0,0,0,0,0,,0.0037,0,0,0,0,0,,
-36.8333,-14.4033,0.0077,0,0.0049,0,0,0,0,0,0.2689,0,0,0,0.0634,0.0614,0.2772,0.001,0,0,0,0.2038,0.0049,0.0036,0.002,0.0505,0.0478,0,0,0,0,0,0.002,0,0,,0,0,0,0,0,0,,
-27.9117,-45.8817,0.0023,0.004425,0.3632625,0.00115,0.03295,0,0.01195,0.00015,0.047525,0.0051,0,0.062425,0,0.000575,0.03255,0.00325,0,0,0,0.118425,0.002075,0.013425,0.010625,0.16965,0.088075,0.01195,0,0,0.018125,0,0.001075,0,0.004475,,0.0037,0,0,0,0,0.00115,,
-25.5117,-35.9983,0.0078,0.154,0.0627,0,0.1254,0,0,0,0.0339,0,0,0,0,0,0.0418,0.0131,0,0,0,0.188,0.0104,0.0235,0,0.0104,0.3054,0,0.0104,0,0,0.0026,0.0104,0,0,,0,0,0,0,0,0,,
-23.0383,-36.6517,0.0073,0.027,0.6334,0,0.0628,0,0.0064,8e-04,0.0822,0,0,0.0258,0,0,0.0081,0.0016,0,0,0,0.0749,0.0032,0.0016,0,0.0129,0.0395,0.0064,0,0,0,0.0012,0.0097,0,8e-04,,0,0,0,0,0,0,,
-20.8233,-39.8633,0.0028,0.0029,0.4044,0.00455,0.03515,0,0.00715,0.0115,0.01685,0.0099,0,0.0474,0,0,0.0093,0.0151,0,0,1e-04,0.03395,0.00655,3e-04,0.0024,0.28955,0.01195,0.00715,0,0.0011,0.0769,0,0.00115,0.0036,0.0027,,0,0,0,0,0,0.00455,,
-8.1983,-34.265,0.003775,0.006025,0.5268,0.000625,0.073925,0,0.0165,0.009275,0.0044,0,0,0.048975,0,0.000675,7.5e-05,0.003675,0,0,3e-04,0.00215,0.0053,0,0.0087,0.157675,0.0183,0.0165,0.001025,0.006025,0.0866,0,0.002125,0,0.016875,,0,0,0,0,0,0.000625,,
-8.5283,-34.0217,0.00595,0.0085,0.551425,0.0043,0.094,3e-04,0.03245,0.02025,3e-04,0.00635,0,0.01475,0,0,0.0067,0.00255,0,0,0,0.00055,0.0022,0,0.0041,0.13365,0.02795,0.03245,0,0.0025,0.06275,0,0.0059,0,0.0123,,0,0,0,0,0,0.0043,,
0.0067,-23.495,0.00245,0.00535,0.114225,0,0.1097,0,0.01035,0,0.06305,0.00645,0,0.0103,0.0028,0.003,0.22195,0.14445,0,0,0,0.0959,0.01865,0,0,0.0774,0.0847,0.01035,0,0,0.0058,0,0.00325,0,0,,0.00325,0,0,0,0,0,,
-30.8483,-38.3433,0.0045,0.0061,0.23465,0.0022,0.0168,1e-04,0.0074,5e-04,0.1299,0.012,0,0.0262,0,0.0044,0.2009,0.0066,0,0,0,0.1254,0.0018,0.0248,0.0311,0.0437,0.1001,0.0074,0,0,0.0012,0,0.0087,0,0,,0.0044,0,0,0,0,0.0022,,
-3.6667,-37.7167,0.00246,0.00188,0.35765,0.00788,0.13892,2e-04,0.0228,0.00644,0,0,0,0.02014,0,0,0.02412,0.04376,0,0,0.00048,0.01038,0.00376,2e-04,0.00064,0.2484,0.03428,0.0228,0,0,0.06554,0,0,0,0.00188,,0,0,0,0,0,0.00788,,
-4.295,-37.0917,0.00238571428571429,0.00177142857142857,0.411914285714286,0.00148571428571429,0.139671428571429,0,0.0140714285714286,0.00851428571428571,0.00188571428571429,0,0,0.0384714285714286,0,0,0.0221714285714286,0.0353142857142857,0,0,0,0.00527142857142857,0.00158571428571429,0,0.00202857142857143,0.216257142857143,0.0315714285714286,0.0140714285714286,0,0,0.0518,0,0,0,0.00124285714285714,,0,0,0,0,0,0.00148571428571429,,
-7.0533,-34.4633,0.007175,0.0016,0.6109375,0.00665,0.097975,0,0.009575,0,0.030425,0.0017,0,0.02455,0,0,0.0091,0.007,0,0,0.005775,0.00745,0.0048,0,0.001325,0.069875,0.04095,0.009575,0,1e-04,0.0562,0,0.00015,0,0.00435,,0,0,0,0,0,0.00665,,
-7.0117,-34.4417,0.004775,0.00355,0.6121625,0.003125,0.068725,5e-05,0.0131,0.00215,0.020775,0.001075,0,0.031575,0,0.001825,0.00185,0.005325,0,0,0.00115,0.0094,0.003375,0,0.005325,0.125925,0.027725,0.0131,7.5e-05,0.000825,0.0374,0,0,0,0.016825,,0,0,0,0,0,0.003125,,
-35.125,17.5433,0.0091,0,0.01005,0,0.00415,0,0.0066,0,0.16415,0.0014,0,0,0.00275,0.00895,0.5956,0.00825,0,0,0,0.12925,0,0,0,0.0421,0.01785,0.0066,0,0,0,0,0,0,0,,0,0,0,0,0,0,,
-25.25,12.0217,0.003175,0,4e-04,0,0,0,4e-04,0.001175,0.05025,0,0,0,0,0.010625,0.850675,7.5e-05,0,0,0,0.069325,0,0.008,0,4e-04,0.0041,4e-04,0,0,0,0,0.000925,0,0,,0,0,0,0,0,0,,
-29.5117,-8.305,0.0078,0.0101,0.1486,0,0.0246,0,0.0149,0,0.1822,0.0642,0,0.0418,0.006,0,0.1284,0.0015,0,0,0,0.1859,0.0067,0.0388,0,0.0418,0.0762,0.0149,0,0,0,0,0.0037,0,0.0034,,0.006,0,0.006,0,0,0,,
-30.8117,-14.7117,0.0066,0.0041,0.1852,0,0.0041,0,0.0317,0,0.2517,0.0075,0,0.0289,0,0.0075,0.0979,0.0013,0,0,0,0.1616,0.0082,0.0264,0.0157,0.0615,0.0785,0.0317,0,0,6e-04,0,0.0019,0,0.0016,,0.0151,0,0.0025,0,0,0,,
-32.2683,-21.9667,0.002,0.0069,0.139,0,0.0054,0,0.0045,0,0.1524,0.0208,0,0.0089,0,0.0059,0.3062,0.0045,0,0,0,0.1756,0.0089,0.0299,7e-04,0.0386,0.0859,0.0045,0,0,0,0,0.0015,0,2e-04,,0,0,0,0,0,0,,
-23.825,-16.2583,0.0095,0.009,0.2915,0,0.0768,0,0.0228,0.0048,0.0758,0.018,0,0.1165,0,0,0.0127,0,0,0,0,0.1097,5e-04,0.0042,0.0148,0.1092,0.061,0.0228,5e-04,0,0.0233,0.0064,0.0011,0,0.0318,,0,0,0,0,0,0,,
-24.1433,-14.0433,0.014625,0.00485,0.3301,0,0.050325,0.000175,0.046325,0.013125,0.06815,0.012425,0,0.0954,0.000675,0.002025,0.01145,0,0,0,0.0022,0.081775,0.00205,0.004325,0.017475,0.132675,0.06025,0.046325,0,0.001425,0.014425,0.000175,0.01135,0,0.0215,,0,0,0,0,0,0,,
-24.1833,-12.0217,0.0141,0.011,0.2425,0,0.0529,0,0.0353,0.0018,0.0741,0.0397,0,0.1349,0,0.0044,0.0062,0,0,0,0,0.0957,0.0084,0.0057,0.0229,0.1287,0.0662,0.0353,0,0.0018,0.0097,0,0.0097,0,0.0132,,0,0,0.0071,0,0,0,,
-19.0867,-10.1917,0.0118,0.0024,0.2438,0,0.0701,0,0.0221,0,0.1078,0.096,0,0.0743,0,9e-04,0.0301,5e-04,0,0,0.0024,0.1139,0.0139,2e-04,0.0376,0.0998,0.0405,0.0221,0,0,0.0087,0.0012,0.0042,0,0.0038,,0.0038,0,0.0038,0,0,0,,
-19.0517,-16.6133,0.0076,0.0053,0.2473,0.00356666666666667,0.0834666666666667,5e-04,0.0137666666666667,0.00573333333333333,0.0697333333333333,0.0413666666666667,0,0.215066666666667,0.000966666666666667,0.0140666666666667,0.0199,0.00173333333333333,0,0,0.0017,0.0572333333333333,0.00983333333333333,0,0.0106333333333333,0.114966666666667,0.0380333333333333,0.0137666666666667,0.000233333333333333,3e-04,0.0112666666666667,0.00156666666666667,0.000866666666666667,0.00603333333333333,0.0032,,0.0067,0,0.00406666666666667,0,0,0.00356666666666667,,
0.1667,-23,0,0.009,0,0,0,0,0,0,0.00699999999999999,0.041,0,0,0,0,0,0.291,0,0,0,0.103,0.032,0.005,0,0.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.385,-21.7517,0.006,0.007,0.287,0,0.271,0,0.003,0,0.051,0.003,0.009,0,0,0,0.015,0.193,,,0.017,0.015,0.03,0,0,0.015,0.037,0,0,0,0.015,,0.009,0,0,0,,,,0,0,0,,
5.335,-22.0533,0.0103333333333333,0.0168571428571429,0.365666666666667,0,0.267333333333333,0,0.0212857142857143,0.001,0.0422857142857143,0.00142857142857143,0.01075,0,0,0.0107142857142857,0.0106666666666667,0.115428571428571,,,0.000714285714285714,0.0161428571428571,0.03,0.000571428571428571,0.00133333333333333,0.0462857142857143,0.0193333333333333,0,0,0,0.0166666666666667,,0.01,0,0.001,0,,,,0,0,0.00166666666666667,,
5.335,-22.055,0.0125,0.0128,0.312,0,0.336,4e-04,0.0384,0.003,0.041,0,0.003,0.0025,0,2e-04,0.0045,0.0394,,,0.0124,0.0014,0.0084,0,0.004,0.0712,0.009,0,0.018,0,0.047,,0.004,0,8e-04,0,,,,0,0.0156666666666667,0.0095,,
78.8553,-4.7812,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9838,0.016,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,,
82.0317,15.1908,0,0,0,0,0,0,0,0,0.0116,0,0,0,0.001,0.9602,0.026,0,,,0,0,0,0,0,4e-04,0,0,0,0,0,,0,0,0,0,,,,0,0,0,,
82.3967,40.9083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978857142857143,0.0213333333333333,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,,
70.1165,-17.6943,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9925,0.006,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,,
74.9967,-11.8267,0,0,0,0,0,0,0,0,0,0,0,0,0,0.993,0.007,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,,
75.0003,-8.771,0,0,0,0,0,0,0,0,0,0,0,0,0,0.979111111111111,0.02,0,,,0,0,0,0,0,0.000333333333333333,0,0,0,0,0,,0,0,0,0,,,,0,0,0,,
71.4967,-17.1483,0,0,0,0,0,0,0,0,0,0,0,0,0,0.994,0.006,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,,
68.8417,-20.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0.982428571428571,0.0146666666666667,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,,
81.3667,17.4717,0,0,0,0,0,0,0,0,8e-04,0,0,0,0,0.9708,0.022,0,,,0,0,0,0,0,0.0046,0,0,0,0,0,,0,0,0,0,,,,0,0,0,,
81.535,30.5933,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.975333333333333,0.02225,0,,,0,0,0,0,0.00075,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,,
74.1767,-0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0.966,0.0345,0,,,0,0,0,0,0,6e-04,0,0,0,0,0,,0,0,0,0,,,,0,0,0,,
67.8667,-21.765,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.984333333333333,0.0045,0,,,0,0,0,0,0,0.00166666666666667,0,0,0,0,0,,0,0,0,0,,,,0,0,0,,
81.2333,2.3817,0,0,0,0,0,0,0,0,0,0,0,0,0,0.976333333333333,0.0213333333333333,0,,,0,0,0,0,0,0.00233333333333333,0,0,0,0,0,,0,0,0,0,,,,0,0,0,,
81.759,-9.4355,0,0,0,0,0,0,0,0,0,0,0,0,0,0.965,0.0335,0,,,0,0,0,0,0,0.00188888888888889,0,0,0,0,0,,0,0,0,0,,,,0,0,0,,
79.6,-4.6077,0,0,0,0,0,0,0,0,0,0,0,0,0,0.973,0.0256666666666667,0,,,0,0,0,0,0,0.000333333333333333,0,0,0,0,0,,0,0,0,0,,,,0,0,0,,
37.767,-10.183,0.00946666666666667,0,0.0429333333333333,0,0,0,0.00707692307692308,0,0.232807692307692,0.00211538461538462,0.000272727272727273,0.00126666666666667,0.0734666666666667,0.0145769230769231,0.3186,0,,,0,0.1145,0,0.000230769230769231,0.0618666666666667,0.111615384615385,0.0052,0,0,0,0,,2e-04,0,0,0,,,,0,0,0,,
43.465,-30.66,0,0,0.017,0,0,0,0.00133333333333333,0,0.343666666666667,0.0356666666666667,0,0,0.2,0.088,0.024,0,,,0.114333333333333,0,0.0943333333333333,0,0,0,0,0,0,0,0,,0,0.106666666666667,0,0,,,,0,0,0,,
58.6288,-19.4349,0,0,0,0,0,0,0,0,0.0395,0,0,0,0.042,0.8501,0.0353333333333333,0,,,0,9e-04,0,0,0.00683333333333333,0.0294,0,0,0,0,0,,0,0,0,0,,,,0,0,0,,
58.001,-16.5014,0,0,0,0,0,0,0,0,0.11447619047619,0.0040952380952381,0,0,0.054875,0.754142857142857,0.03125,0,,,0,0.00152380952380952,0,0.00019047619047619,0.0075625,0.0447142857142857,0,0,0,0,0,,0,0,0,0,,,,0,0,0,,
50.6876,-21.8635,0,0,0.0014,0,0,0,0,0,0.0148947368421053,0,0,0,0.02,0.928684210526316,0.0103,0,,,0,0.000210526315789474,0,0.00189473684210526,0.0104,0.0112105263157895,0,0,0,0,0,,0,0,0,0,,,,0,0,0,,
52.5033,-22.0623,0,0,0,0,0,0,0,0,0.0110689655172414,0,0,0,0.00972222222222222,0.955103448275862,0.0148333333333333,0,,,0,0.00110344827586207,0,0.000793103448275862,0.000333333333333333,0.00841379310344828,0,0,0,0,0,,0,0,0,0,,,,0,0,0,,
37.1113,-32.2868,0.00633333333333333,0.005,0.0716666666666667,0,0.001,0,0.0165714285714286,0.00566666666666667,0.216571428571429,0.00214285714285714,5e-04,0.00166666666666667,0.0153333333333333,0.00671428571428571,0.128666666666667,0.0434285714285714,,,0,0.239857142857143,0,0.000285714285714286,0.121,0.117428571428571,0.00433333333333333,0,0,0,0.000666666666666667,,0.000333333333333333,0.000571428571428571,0,0.000333333333333333,,,,0,0,0.00266666666666667,,
37.5783,-31.8422,0.0035,0.009,0.053,0,5e-04,0,0.0084,0.0055,0.2088,0.0056,0.000666666666666667,0.0015,0.0275,0.0098,0.148,0.0442,,,0,0.1752,0,0.0014,0.1495,0.135,0.0055,0,0,0,0.002,,5e-04,0.0012,4e-04,0,,,,0,0,0.0045,,
37.999,-31.1283,0.002,5e-04,0.019,0,0,0,0.004,0.035,0.268,0.002,0,0.003,0.054,0.009,0.196,0.038,,,0,0.155,0,0,0.098,0.104,0.005,0,0,0,0.001,,0,0,0,0,,,,0,0,0.002,,
52.425,-16.665,0,0,0,0,0,0,0,0,0.04725,0,0,0,0.029,0.8885,0.009,0.0025,,,0,0.002,0,0,0.009,0.00625,0,0,0,0,0,,0,0,0,0,,,,0,0,0,,
55.26,-26.725,0,0,0,0,0,0,0,0,0.011,0,0,0,0.0105,0.955,0.0085,0,,,0,2e-04,0,0,0,0.002,0,0,0,0,0,,0,2e-04,0,0,,,,0,0,0,,
55.47,-27.8883,0,0,0,0,0,0,0.001,0,0.076,0,0,0,0.037,0.847333333333333,0.0313333333333333,0,,,0,0.00133333333333333,0,0,0.002,0.004,0,0,0,0,0,,0,0.000666666666666667,0,0,,,,0,0,0,,
56.1633,-31.99,0,0,0,0,0,0,0,0,0.009,0,0,0,0.042,0.926333333333333,0.019,0,,,0,0.00166666666666667,0,0,0,0.0106666666666667,0,0,0,0,0,,0,0,0,0,,,,0,0,0,,
48.215,-27.0567,0,0,0,0,0,0,0,0,0.0156666666666667,0,0,0,0.147,0.869,0.0135,0,,,0,0,0,0,5e-04,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,,
76,8.3333,0,0,0,0,0,0,0,0,0.000714285714285714,0,0,0,0,0.972142857142857,0.0264,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,,
77.46,4.58,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0.9565,0.036,0,,,0,0,0,0,0,0.004,0,0,0,0,0,,0,0,0,0,,,,0,0,0,,
72.1117,7.3883,0,0,0,0,0,0,0,0,0.00618181818181818,0,0,0,0.00075,0.968181818181818,0.021375,0,,,0,0,0,0,0,0.00318181818181818,0,0,0,0,0,,0,0,0,0.001375,,,,0,0,0,,
54.9617,-19.755,0,0,0,0,0.005,0,0,0,0.035,0,0,0,0.016,0.865,0.023,0,,,0,0.001,0,0,0,0.034,0,0,0,0,0,,0,5e-04,0,0,,,,0,0,0,,
68.5017,3.8383,0,0,0,0,0,0,0,0,0.001,0,0,0,0.03,0.9535,0.0115,0,,,0,0,0,0,0,0.0025,0,0,0,0,0,,0,0,0,0.001,,,,0,0,0,,
68.495,0.8317,0,0,0,0,0,0,0,0,0.00733333333333333,0,0,0,0.0156666666666667,0.954333333333333,0.022,0,,,0,0,0,0,0,0.001,0,0,0,0,0,,0,0,0,0,,,,0,0,0,,
67.085,2.9083,0,0,0,0,0,0,0,0,0.000148148148148148,0,0,0,0.000409090909090909,0.973814814814815,0.0253181818181818,0,,,0,0,0,0,0,0.000703703703703704,0,0,0,0,0,,0,0,0,0,,,,0,0,0,,
66.6667,4.905,0,0,0,0,0,0,0,0,0.00123529411764706,0,0,0,0.00171428571428571,0.968470588235294,0.0251428571428571,0,,,0,0,0,0,0,0.00758823529411765,0,0,0,0,0,,0,0,0,0,,,,0,0,0,,
26.8383,-15.11,0.00966666666666667,0,0.0356666666666667,0,0,0,0.0075,0,0.3165,0,0.001,0,0.0393333333333333,0,0.301,0.158833333333333,,,0,0.0406666666666667,0,0,0.0123333333333333,0.0516666666666667,0,0,0,0,0,,0.00166666666666667,0.000833333333333333,0,0.000666666666666667,,,,0,0,0.001,,
23.4983,-18.7167,0.0035,0,0.0255,0,0.0025,0,0.00666666666666667,0,0.324666666666667,0,0.005,0,0.011,0,0.3995,0.098,,,0,0.100666666666667,0.002,0,0.0035,0.0316666666666667,0.0075,0,0,0,0.001,,0.001,0.000333333333333333,0,0,,,,0,0,0.001,,
21.145,-18.5733,0.00425,0,0.0285,0,5e-04,0,0.00275,0,0.349625,0,0,0,0.0385,0,0.24175,0.21025,,,0,0.07775,0,0,0.003,0.03375,0.00125,0,0,0,0.00025,,0,0,0,0.00125,,,,0,0,0.00125,,
19.3667,-19.93,0.01,0,0.038,0,0.006,0,0.0183333333333333,0,0.263333333333333,0.00233333333333333,0,0.002,0.005,0.00366666666666666,0.214,0.197666666666667,,,0,0.116666666666667,0.011,0.00333333333333333,0,0.0366666666666667,0.001,0,0,0,0.004,,0,0,0,0,,,,0,0,0,,
15.9533,-18.1333,0.008,0,0.069,0,0.024,0,0.016,0,0.445,0.018,0,0.004,0.006,0.004,0.065,0.071,,,0,0.079,0.004,0,0.008,0.065,0.002,0,0,0,0.02,,0,0,0,0,,,,0,0,0.002,,
15.48,-17.36,0.00614285714285714,0,0.0537142857142857,0,0.0212857142857143,0,0.012,0.00257142857142857,0.241692307692308,0.00223076923076923,0.00266666666666667,0.0115714285714286,0.013,0.000307692307692308,0.176714285714286,0.132615384615385,,,0,0.193692307692308,0.00292307692307692,0.00353846153846154,0.0198571428571429,0.024,0.00128571428571429,0,0,0,0.0598571428571429,,0.002,0,0,0,,,,0,0,0.000714285714285714,,
15.825,-17.8617,0.00666666666666667,0.000166666666666667,0.0413333333333333,0,0.0113333333333333,0,0.0145,0,0.203833333333333,0.0118333333333333,0.00233333333333333,0.008,0.0136666666666667,0.00616666666666667,0.274666666666667,0.0878333333333333,,,0,0.151333333333333,0.02,0.00666666666666667,0.00266666666666667,0.0338333333333333,0.000333333333333333,0,0,0,0.04,,0.00166666666666667,0,0,0,,,,0,0,0.000333333333333333,,
23.135,-17.745,0.0038,0.000125,0.014,0,0.0028,0.00025,0.006375,0,0.35375,0,0.000333333333333333,4e-04,0.0204,0,0.3368,0.118875,,,0.000125,0.114375,0.000125,0,0.0036,0.032875,0.0022,0,0,0,0.001,,2e-04,0,0,0,,,,0,0,0.0012,,
25.1717,-16.845,0.0025,0,0.014,0,0.001,0,0.00577777777777778,0,0.379888888888889,0,2e-04,0.001,0.03775,0,0.34225,0.118666666666667,,,0.000111111111111111,0.0491111111111111,0,0.000222222222222222,0.00625,0.019,0.00275,0,0,0,0,,5e-04,0.000111111111111111,0,0,,,,0,0,5e-04,,
12.09,-61.2433,0.00416666666666667,0.00853846153846154,0.250666666666667,0,0.127833333333333,0,0.0715384615384615,0.0145,0.0881538461538462,0.0141538461538462,0.00171428571428571,0.0215,0.00366666666666667,0.0202307692307692,0.00183333333333333,0.0433846153846154,,,0,0.003,0.0277692307692308,0.00107692307692308,0.0186666666666667,0.111769230769231,0.0158333333333333,0,0.003,0,0.131,,0.000666666666666667,0,0.000615384615384616,0,,,,0,0.00228571428571429,0.00616666666666667,,
17.6483,-67.1667,0.006,0.0109090909090909,0.229833333333333,0,0.1005,0.000909090909090909,0.0597272727272727,0.0328333333333333,0.0524545454545455,0.00745454545454546,0.0038,0.1365,0,0.00790909090909091,0.00283333333333333,0.0217272727272727,,,0.000363636363636364,0.00390909090909091,0.006,0.03,0.0151666666666667,0.148,0.01,0,0.003,0,0.0748333333333333,,0.00316666666666667,0.000454545454545455,0.000545454545454545,0.00133333333333333,,,,0.0158,0.0024,0.0276666666666667,,
