Event,Data_Source,Depth [m],Latitude,Longitude,O. universa,G. conglobatus,G. ruber ruber,G. ruber albus,G. tenellus,T. sacculifer,S. dehiscens,G. adamsi,G. siphonifera,G. calida,G. bulloides,G. falconensis,B. digitata,G. rubescens,T. humilis,T. quinqueloba,N. pachyderma,N. dutertrei,N. incompta,G. conglomerata,G. hexagonus,P. obliquiloculata,G. inflata,G. truncatulinoides,G. crassaformis,G. hirsuta,G. scitula,D. anfracta,G. tumida,G. cultrata,C. nitida,G. glutinata,G. eastropacia,T. iota,G. uvula
V28-342 (W),margo,0.89,-14.1,120.5,10,4,0,70,5,20,1,0,22,3,0,1,0,2,0,0,0,42,,0,0,3,0,3,1,0,1,0,19,25,0,32,0,0,0
V29-029,margo,0.8,5.116666667,77.58333333,3,1,0,25,5,10,0,0,7,3,47,4,0,4,0,0,0,74,,1,6,16,0,0,1,0,2,0,1,29,0,61,0,0,0
V29-030,margo,0.8,3.083333333,76.25,4,0,0,34,4,10,0,1,6,5,18,1,1,1,0,0,0,53,,3,9,40,0,0,1,0,1,0,1,61,0,37,0,0,0
V29-045,margo,0.4,-6,69.817,6,1,0,70,4,16,0,0,8,2,19,0,3,6,1,0,1,27,,1,5,18,0,0,3,0,0,0,2,25,0,67,0,0,0
V29-048,margo,0.2,-6.266666667,63.43333333,3,11,0,60,2,30,1,0,15,9,9,0,3,2,0,0,0,47,,1,6,14,0,0,2,0,4,0,4,39,0,26,0,0,0
V29-064,margo,0.3,-27.283,74.867,8,4,0,111,2,22,0,0,12,12,14,2,7,5,0,0,0,0,,0,0,0,22,35,2,3,12,0,0,0,1,26,0,0,0
V33-065,margo,0.4,-22.73333333,112.5833333,1,0,0,52,9,8,0,0,11,0,6,7,0,1,0,0,2,17,,0,0,6,104,6,0,0,1,0,1,4,1,55,0,0,0
Z2108,margo,0.75,-33.3765,161.6125,7,0,0,25,1,2,0,0,0,10,49,20,0,1,0,104,2,37,,1,0,0,110,11,5,1,5,0,0,1,0,26,0,0,3
Z2112,margo,0.935,-33.53,166.53,5,0,0,14,0,1,0,0,4,7,69,31,0,3,1,0,3,6,,0,0,0,140,17,10,2,2,0,0,0,0,8,0,0,0
BC15,margo,0.7725,41.95,5.93,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,50,0,0,9,0,0,0,0,0,0,0,19,0,0,0,0,32,0,0,0
BC15,margo,0.9475,41.95,5.93,0,0,0,2,0,0,0,0,0,0,78,0,0,0,0,52,0,0,18,0,0,0,0,0,0,0,15,0,0,0,0,10,0,0,0
BC15,margo,1.0925,41.95,5.93,0,0,0,2,0,0,0,0,0,0,101,0,0,0,0,84,0,0,16,0,0,0,2,1,0,0,24,0,0,0,0,30,0,0,0
T87/2/20G,margo,0.405,34.97,23.75,0,0,0,53,0,0,0,0,0,0,26,0,0,1,0,7,0,0,59,0,0,0,0,0,0,0,20,0,0,0,0,19,0,0,0
T87/2/20G,margo,0.455,34.97,23.75,0,0,0,71,0,0,0,0,0,0,33,0,0,0,0,6,0,0,57,0,0,0,1,0,0,0,22,0,0,0,0,33,0,0,0
T87/2/20G,margo,0.505,34.97,23.75,0,0,1,72,0,0,0,0,2,0,19,0,0,0,0,8,0,0,71,0,0,0,0,0,0,0,16,0,0,0,0,21,0,0,0
MD 95-2043,margo,8.3,36.143,-2.621,2,0,0,5,0,0,0,0,0,0,41,0,0,0,0,11,7,0,246,0,0,0,0,0,0,0,5,0,0,0,0,14,0,0,0
MD 95-2043,margo,8.4,36.143,-2.621,0,0,0,11,0,0,0,0,0,0,45,0,0,0,0,16,3,0,298,0,0,0,2,0,0,0,3,0,0,0,0,17,0,0,0
MD 95-2043,margo,8.5,36.143,-2.621,1,0,0,0,0,0,0,0,0,1,35,0,0,0,0,19,7,0,321,0,0,0,3,0,0,0,7,0,0,0,0,19,0,0,0
MD 95-2043,margo,8.6,36.143,-2.621,0,0,0,13,0,0,0,0,0,0,73,0,0,0,0,24,3,0,276,0,0,0,2,0,0,0,6,0,0,0,0,9,0,0,0
MD 95-2043,margo,8.7,36.143,-2.621,1,0,0,3,0,0,0,0,0,1,70,0,0,0,0,24,2,0,181,0,0,0,3,0,0,0,3,0,0,0,0,15,0,0,0
MD 95-2043,margo,8.8,36.143,-2.621,1,0,0,5,0,0,0,0,0,0,120,1,0,0,0,24,6,0,441,0,0,0,8,0,0,0,11,0,0,0,0,31,0,0,0
MD 95-2043,margo,8.9,36.143,-2.621,0,0,0,7,0,0,0,0,0,0,92,0,0,0,0,7,6,0,291,0,0,0,5,0,0,0,4,0,0,0,0,16,0,0,0
DED8707,margo,1.095,39.41,13.34,0,0,0,24,0,0,0,0,0,0,69,0,0,0,0,9,2,2,37,0,0,0,1,0,0,0,12,0,0,0,0,31,0,0,0
DED8707,margo,1.215,39.41,13.34,0,0,0,28,0,0,0,0,0,0,132,0,0,0,0,6,3,2,86,0,0,0,1,0,0,0,7,0,0,0,0,44,0,0,0
KET8003,margo,1.91,38.49,14.3,0,1,0,0,1,0,0,0,0,1,110,0,0,1,0,29,5,4,156,0,0,0,0,0,0,0,57,0,0,0,0,57,0,0,0
KET8003,margo,1.95,38.49,14.3,0,2,0,0,0,0,0,0,0,0,133,0,0,2,0,21,3,0,133,0,0,0,2,0,0,0,23,0,0,0,0,48,0,0,0
KET8003,margo,2.01,38.49,14.3,0,7,0,0,0,0,0,0,0,0,189,0,0,0,0,56,7,3,170,0,0,0,0,0,0,0,61,0,0,0,0,143,0,0,0
KET8003,margo,2.05,38.49,14.3,1,1,0,0,0,0,0,0,0,1,156,0,0,4,0,16,4,0,131,0,0,0,0,0,0,0,29,0,0,0,0,116,0,0,0
KET8003,margo,2.11,38.49,14.3,0,7,0,0,0,0,0,0,0,0,123,0,0,0,0,22,8,1,95,0,0,0,1,0,0,0,69,0,0,0,0,122,0,0,0
KET8003,margo,2.15,38.49,14.3,0,2,0,0,0,0,0,0,0,1,101,0,0,1,0,23,1,0,82,0,0,0,1,0,0,0,29,0,0,0,0,70,0,0,0
KET8003,margo,2.21,38.49,14.3,0,4,0,0,0,0,0,0,0,0,165,0,0,0,0,27,7,2,147,0,0,0,0,0,0,0,27,0,0,0,0,110,0,0,0
KET8003,margo,2.25,38.49,14.3,0,5,0,0,0,0,0,0,0,0,209,0,0,0,0,16,5,0,214,0,0,0,2,0,0,0,11,0,0,0,0,86,0,0,0
KET8019,margo,2.71,40.33,13.21,0,1,0,84,3,0,0,0,0,0,80,0,0,0,0,22,9,1,104,0,0,0,1,0,0,0,32,0,0,0,0,90,0,0,0
KET8019,margo,2.81,40.33,13.21,0,1,0,55,1,0,0,0,0,0,65,0,0,0,0,18,5,0,65,0,0,0,1,0,0,0,6,0,0,0,0,42,0,0,0
KET8019,margo,2.98,40.33,13.21,0,1,0,76,0,0,0,0,0,1,75,0,0,0,0,16,5,0,198,0,0,0,2,0,0,0,6,0,0,0,0,66,0,0,0
KET8019,margo,3.01,40.33,13.21,0,0,0,35,0,0,0,0,0,0,64,0,0,0,0,8,6,0,170,0,0,0,2,1,0,0,0,0,0,0,0,43,0,0,0
KET8019,margo,3.14,40.33,13.21,1,0,0,30,0,0,0,0,0,0,150,0,0,0,0,13,4,0,94,0,0,0,1,0,0,0,7,0,0,0,0,49,0,0,0
KET8019,margo,3.21,40.33,13.21,0,0,0,5,0,0,0,0,0,0,73,0,0,0,0,33,9,0,165,0,0,0,1,0,0,0,105,0,0,0,0,77,0,0,0
KET8039,margo,2.7125,36.32,11.41,0,0,0,129,0,0,0,0,0,2,70,0,0,0,0,43,3,16,122,0,0,0,5,0,0,1,4,0,0,0,0,62,0,0,0
KET8039,margo,2.8125,36.32,11.41,0,0,0,67,1,1,0,0,0,0,88,0,0,0,0,53,0,10,90,0,0,0,14,0,0,1,0,0,0,0,0,21,0,0,0
KET8039,margo,2.9125,36.32,11.41,0,3,0,111,0,0,0,0,0,0,64,0,0,0,0,38,2,19,105,0,0,0,6,0,0,0,3,0,0,0,0,31,0,0,0
KET8039,margo,3.0125,36.32,11.41,0,1,0,72,0,1,0,0,0,3,104,0,0,0,0,41,0,9,73,0,0,0,8,0,0,0,0,0,0,0,0,19,0,0,0
KET8039,margo,3.1125,36.32,11.41,0,3,0,93,0,0,0,0,0,0,59,0,0,0,0,43,1,5,86,0,0,0,9,0,0,1,1,0,0,0,0,21,0,0,0
KET8039,margo,3.2125,36.32,11.41,1,3,0,142,1,0,0,0,0,0,74,0,0,0,0,55,3,17,145,0,0,0,10,0,0,1,0,0,0,0,0,25,0,0,0
KET8039,margo,3.3125,36.32,11.41,0,2,0,83,0,0,0,0,0,0,44,0,0,0,0,27,1,7,99,0,0,0,1,0,0,0,2,0,0,0,0,37,0,0,0
KET8039,margo,3.4125,36.32,11.41,0,10,0,111,0,0,0,0,0,0,77,0,0,1,0,60,3,7,143,0,0,0,6,0,0,0,3,0,0,0,0,68,0,0,0
KET8039,margo,3.5125,36.32,11.41,1,3,0,92,3,0,0,0,0,2,66,0,0,0,0,49,1,10,116,0,0,0,12,0,0,0,0,0,0,0,0,32,0,0,0
KET8039,margo,3.6125,36.32,11.41,0,6,0,95,0,0,0,0,0,0,70,0,0,1,0,35,4,12,114,0,0,0,5,0,0,0,2,0,0,0,0,25,0,0,0
KET8039,margo,3.7125,36.32,11.41,1,3,0,47,0,0,0,0,0,1,55,0,0,0,0,36,0,7,154,0,0,0,5,0,0,2,0,0,0,0,0,26,0,0,0
KET8039,margo,3.8125,36.32,11.41,0,1,0,79,3,0,0,0,0,0,73,0,0,0,0,43,3,5,224,0,0,0,5,0,0,0,1,0,0,0,0,44,0,0,0
KET8039,margo,3.9125,36.32,11.41,0,2,0,91,0,0,0,0,0,0,72,0,0,1,0,22,0,15,237,0,0,0,1,0,0,0,1,0,0,0,0,25,0,0,0
KET8039,margo,4.0125,36.32,11.41,2,5,0,68,0,0,0,0,0,0,71,0,0,0,0,29,4,9,185,0,0,0,5,0,0,0,3,0,0,0,0,39,0,0,0
KET8039,margo,4.1125,36.32,11.41,2,1,0,6,0,0,0,0,0,1,92,0,0,0,0,23,0,12,149,0,0,0,4,0,0,3,0,0,0,0,0,33,0,0,0
MD84-632,margo,1.58,32.47,34.23,0,3,0,571,6,0,0,0,0,47,16,0,0,3,0,3,0,0,193,0,0,0,0,0,0,0,56,0,0,0,0,35,0,0,0
MD84-632,margo,1.6,32.47,34.23,0,3,0,701,0,0,0,0,0,39,30,0,0,1,0,0,0,0,160,0,0,0,0,0,0,0,48,0,0,0,0,30,0,0,0
MD84-632,margo,1.62,32.47,34.23,0,8,0,763,3,0,0,0,0,34,17,1,0,0,0,1,0,0,153,0,0,0,0,0,0,0,39,0,0,0,0,30,0,0,0
MD84-632,margo,1.64,32.47,34.23,0,5,2,1174,8,1,0,0,0,45,53,1,0,1,0,0,0,0,268,0,0,0,0,0,0,0,77,0,0,0,0,45,0,0,0
MD84-632,margo,1.66,32.47,34.23,0,1,0,593,2,0,0,0,0,25,36,1,0,0,0,0,0,0,81,0,0,0,0,0,0,0,45,0,0,0,0,24,0,0,0
MD84-632,margo,1.68,32.47,34.23,1,3,0,653,2,0,0,0,0,27,34,0,0,3,0,1,0,0,209,0,0,0,0,0,0,0,37,0,0,0,0,35,0,0,0
MD84-632,margo,1.7,32.47,34.23,0,9,0,1090,8,0,0,0,0,61,59,0,0,1,0,0,0,0,311,0,0,0,0,0,0,0,62,0,0,0,0,57,0,0,0
MD84-632,margo,1.72,32.47,34.23,0,5,0,1000,8,0,0,0,0,48,50,0,0,3,0,0,0,0,240,0,0,0,0,0,0,0,72,0,0,0,0,38,0,0,0
MD84-632,margo,1.74,32.47,34.23,0,6,0,713,8,0,0,0,0,33,17,0,0,3,0,1,0,0,151,0,0,0,0,0,0,0,38,0,0,0,0,14,0,0,0
MD84-632,margo,1.76,32.47,34.23,0,5,0,520,10,0,0,0,0,20,14,0,0,1,0,0,0,0,126,0,0,0,0,0,0,0,24,0,0,0,0,18,0,0,0
MD84-632,margo,1.78,32.47,34.23,0,4,0,871,4,1,0,0,0,26,12,1,0,3,0,0,0,0,189,0,0,0,0,0,0,0,30,0,0,0,0,26,0,0,0
MD84-632,margo,1.8,32.47,34.23,1,4,1,766,3,0,0,0,0,33,9,0,0,6,0,0,0,0,186,0,0,0,0,0,0,0,53,0,0,0,0,34,0,0,0
MD84-632,margo,1.82,32.47,34.23,0,6,0,620,5,0,0,0,0,20,11,0,0,8,0,1,0,0,160,0,0,0,0,0,0,0,49,0,0,0,0,38,0,0,0
MD84-632,margo,1.84,32.47,34.23,0,2,0,478,1,0,0,0,0,12,16,1,0,14,0,0,0,0,159,0,0,0,0,0,0,0,60,0,0,0,0,37,0,0,0
MD84-632,margo,1.86,32.47,34.23,0,40,0,561,3,0,0,0,0,7,12,1,0,13,0,0,0,0,194,0,0,0,0,0,0,0,52,0,0,0,0,41,0,0,0
MD84-632,margo,1.88,32.47,34.23,0,1,0,608,2,0,0,0,0,4,10,0,0,6,0,0,0,0,166,0,0,0,0,0,0,0,53,0,0,0,0,35,0,0,0
MD84-632,margo,1.9,32.47,34.23,0,2,1,1012,1,1,0,0,0,6,11,0,0,5,0,1,0,0,171,0,0,0,0,0,0,0,117,0,0,0,0,36,0,0,0
MD84-632,margo,1.92,32.47,34.23,0,4,0,1015,2,0,0,0,0,7,57,0,0,1,0,11,0,0,167,0,0,0,0,0,0,0,87,0,0,0,0,37,0,0,0
MD84-632,margo,1.96,32.47,34.23,0,12,0,937,2,0,0,0,0,9,267,0,1,0,0,17,3,0,283,0,0,0,0,0,0,0,75,0,0,0,0,20,0,0,0
MD992346,margo,6.195,42.044,4.151,0,0,0,2,0,0,0,0,0,2,286,0,0,0,0,107,2,0,27,0,0,0,0,0,0,0,38,0,0,0,0,53,0,0,0
MD992346,margo,6.295,42.044,4.151,0,0,0,2,0,0,0,0,0,2,202.875,0,0,0,0,88,1,0,30,0,0,0,0,0,0,0,43,0,0,0,0,70,0,0,0
MD992346,margo,6.385,42.044,4.151,0,0,0,6,0,0,0,0,0,2,209,0,0,0,0,66,0,0,40,0,0,0,0,0,0,0,25,0,0,0,0,39,0,0,0
MD992346,margo,6.525,42.044,4.151,0,1,0,8,0,0,0,0,0,2,198,0,0,0,0,111,0,0,52,0,0,0,0,0,0,0,13,0,0,0,0,54,0,0,0
MD992346,margo,6.625,42.044,4.151,0,0,0,0,0,0,0,0,0,0,200.875,0,0,0,0,63,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,30,0,0,0
MD992346,margo,6.725,42.044,4.151,0,0,0,4,0,0,0,0,0,0,255,0,0,0,0,43,0,0,8,0,0,0,0,0,0,0,45,0,0,0,0,38,0,0,0
MD992346,margo,6.915,42.044,4.151,0,0,0,0,0,0,0,0,0,0,269.625,0,0,0,0,22,0,0,10,0,0,0,0,0,0,0,41,0,0,0,0,37,0,0,0
MD992346,margo,7.115,42.044,4.151,0,0,0,3,0,0,0,0,0,3,326.5,1,0,0,0,118,0,0,15,0,0,0,0,0,0,0,9,0,0,0,0,62,0,0,0
MD992346,margo,7.285,42.044,4.151,0,0,0,2,0,0,0,0,0,0,148,0,0,0,0,37,1,0,2,0,0,0,0,0,0,0,10,0,0,0,0,35,0,0,0
MD992346,margo,7.485,42.044,4.151,0,0,0,0,0,0,0,0,0,0,206.25,0,0,0,0,74,0,0,11,0,0,0,0,0,0,0,14,0,0,0,0,36,0,0,0
MD992346,margo,7.59,42.044,4.151,0,0,0,1,0,0,0,0,0,1,253.5,0,0,0,0,33,0,0,25,0,0,0,0,0,0,0,3,0,0,0,0,13,0,0,0
MD992346,margo,7.685,42.044,4.151,0,0,0,0,0,0,0,0,0,2,298.5,0,0,0,0,52,0,0,23,0,0,0,0,0,0,0,6,0,0,0,0,65,0,0,0
MD992346,margo,7.79,42.044,4.151,0,0,0,1,0,0,0,0,0,2,247,0,0,0,0,41,2,0,40,0,0,0,0,0,0,0,4,0,0,0,0,77,0,0,0
MD992346,margo,7.885,42.044,4.151,0,0,0,1,0,0,0,0,0,0,178.25,0,0,0,0,16,0,0,65,0,0,0,0,0,0,0,6,0,0,0,0,71,0,0,0
MD992346,margo,8,42.044,4.151,0,0,0,1,0,0,0,0,0,2,271,0,0,0,0,21,4,0,131,0,0,0,0,0,0,0,3,0,0,0,0,74,0,0,0
MD992346,margo,8.04,42.044,4.151,0,0,0,0,0,0,0,0,0,0,299,0,0,0,0,11,7,0,123,0,0,0,0,0,0,0,9,0,0,0,0,45,0,0,0
MD992346,margo,8.07,42.044,4.151,0,0,0,0,0,0,0,0,0,1,273.5,0,0,0,0,16,7,0,133,0,0,0,0,0,0,0,1,0,0,0,0,45,0,0,0
MD992346,margo,8.08,42.044,4.151,0,0,0,1,0,0,0,0,0,0,178.25,0,0,0,0,2,1,0,107,0,0,0,0,0,0,0,3,0,0,0,0,18,0,0,0
MD992346,margo,8.085,42.044,4.151,0,0,0,0,0,0,0,0,0,0,259.5,0,0,0,0,7,3,0,146,0,0,0,0,0,0,0,5,0,0,0,0,39,0,0,0
MD992346,margo,8.1,42.044,4.151,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,5,4,0,95,0,0,0,0,0,0,0,4,0,0,0,0,37,0,0,0
MD992346,margo,8.15,42.044,4.151,0,0,0,0,0,0,0,0,0,0,310,0,0,0,0,4,3,0,98,0,0,0,0,0,0,0,1,0,0,0,0,27,0,0,0
MD992346,margo,8.2,42.044,4.151,0,0,0,7,0,0,0,0,0,3,355,0,0,0,0,3,7,0,74,0,0,0,2,0,0,0,2,0,0,0,0,44,0,0,0
MD992346,margo,8.255,42.044,4.151,0,0,0,32,2,0,0,0,0,4,192,0,0,0,0,6,1,0,127,0,0,0,4,0,0,0,2,0,0,0,0,124,0,0,0
KET8216,margo,1.81,41.31,17.59,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,11,5,0,101,0,0,0,0,0,0,0,16,0,0,0,0,19,0,0,0
KET8216,margo,1.91,41.31,17.59,0,0,0,0,2,0,0,0,0,0,34,0,0,0,0,10,2,0,40,0,0,0,0,0,0,0,38,0,0,0,0,17,0,0,0
KET8216,margo,2.01,41.31,17.59,2,0,0,0,0,0,0,0,0,0,52,0,0,0,0,14,5,0,60,0,0,0,1,0,0,0,23,0,0,0,0,12,0,0,0
KET8216,margo,2.09,41.31,17.59,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,49,8,0,67,0,0,0,1,0,0,0,25,0,0,0,0,26,0,0,0
MD90901,margo,4.2,39.947,1.591,1,0,0,40,0,0,0,0,0,2,184,0,0,0,0,25,2,0,78,0,0,0,7,0,0,0,56,0,0,0,0,34,0,0,0
MD90901,margo,4.3,39.947,1.591,2,0,0,40,0,0,0,0,0,0,105,0,0,0,0,42,0,0,54,0,0,0,1,0,0,0,21,0,0,0,0,24,0,0,0
MD90901,margo,4.4,39.947,1.591,2,0,0,58,0,0,0,0,1,1,155,0,0,0,0,45,2,0,72,0,0,0,1,0,0,0,20,0,0,0,0,25,0,0,0
MD90901,margo,4.5,39.947,1.591,0,0,0,44,0,0,0,0,0,0,123,0,0,0,0,36,1,0,62,0,0,0,2,0,0,0,11,0,0,0,0,16,0,0,0
MD90901,margo,4.6,39.947,1.591,0,1,0,36,0,0,0,0,0,0,112,0,0,0,0,23,2,0,98,0,0,0,0,0,0,0,18,0,0,0,0,20,0,0,0
MD90901,margo,4.7,39.947,1.591,0,0,0,26,0,0,0,0,0,0,210,0,0,0,0,24,0,0,34,0,0,0,0,0,0,0,59,0,0,0,0,18,0,0,0
MD90901,margo,4.8,39.947,1.591,0,2,0,55,0,0,0,0,0,1,144,1,0,0,0,9,0,1,37,0,0,0,1,0,0,0,16,0,0,0,0,26,0,0,0
MD90901,margo,4.9,39.947,1.591,0,1,0,40,1,0,0,0,1,0,138,0,0,0,0,38,1,0,47,0,0,0,1,0,0,0,28,0,0,0,0,25,0,0,0
MD90901,margo,5,39.947,1.591,0,2,0,18,0,0,0,0,0,0,175,0,0,0,0,76,1,0,61,0,0,0,0,0,0,0,41,0,0,0,0,22,0,0,0
MD90901,margo,5.1,39.947,1.591,0,0,0,35,0,0,0,0,1,0,93,0,0,0,0,45,0,0,32,0,0,0,5,0,0,0,29,0,0,0,0,70,0,0,0
MD90901,margo,5.2,39.947,1.591,0,1,0,81,0,0,0,0,0,0,128,0,0,0,0,23,1,0,57,0,0,0,2,0,0,0,6,0,0,0,0,38,0,0,0
MD90901,margo,5.3,39.947,1.591,0,1,0,65,0,0,0,0,0,0,246,0,0,0,0,47,0,0,52,0,0,0,1,0,0,0,14,0,0,0,0,72,0,0,0
MD90901,margo,5.4,39.947,1.591,0,0,0,42,0,0,0,0,0,0,204,0,0,0,0,31,2,0,48,0,0,0,3,0,0,0,21,0,0,0,0,43,0,0,0
MD90901,margo,5.5,39.947,1.591,0,0,0,30,0,0,0,0,0,0,103,0,0,0,0,32,2,0,68,0,0,0,3,0,0,0,29,0,0,0,0,30,0,0,0
MD90901,margo,5.6,39.947,1.591,1,0,0,19,0,0,0,0,0,0,95,0,0,0,0,40,1,0,44,0,0,0,0,0,0,0,10,0,0,0,0,20,0,0,0
MD90901,margo,5.7,39.947,1.591,0,0,0,13,1,0,0,0,0,0,147,0,0,0,0,97,0,0,41,0,0,0,5,0,0,0,11,0,0,0,0,62,0,0,0
MD90-917,margo,5.45,41.298,17.613,0,3,0,11,0,0,0,0,0,0,64,7,0,1,0,10,2,0,187,0,0,0,0,0,0,0,92,0,0,0,0,42,0,0,0
MD90-917,margo,5.5,41.298,17.613,0,0,0,15,0,0,0,0,0,0,60,1,0,0,0,45,1,1,106,0,0,0,0,0,0,0,134,0,0,0,0,51,0,1,0
MD90-917,margo,5.55,41.298,17.613,0,1,0,26,0,0,0,0,0,0,142,5,0,0,0,10,2,0,141,0,0,0,0,0,0,0,43,0,0,0,0,18,0,0,0
MD90-917,margo,5.6,41.298,17.613,0,1,0,12,2,0,0,0,0,0,108,1,0,0,0,11,0,0,132,0,0,0,0,0,0,0,61,0,0,0,0,42,0,0,0
MD90-917,margo,5.65,41.298,17.613,0,2,0,5,0,0,0,0,0,0,77,7,0,1,0,12,1,0,65,0,0,0,0,0,0,0,104,0,0,0,0,44,0,0,0
MD90-917,margo,5.7,41.298,17.613,0,1,0,5,0,0,0,0,0,0,104,3,0,0,0,10,2,1,100,0,0,0,0,0,0,0,74,0,0,0,0,19,0,0,0
MD90-917,margo,5.75,41.298,17.613,0,5,0,28,0,0,0,0,0,0,154,11,0,0,0,26,0,0,141,0,0,0,0,0,0,0,93,0,0,0,0,32,0,0,0
MD90-917,margo,5.8,41.298,17.613,0,1,0,2,0,0,0,0,0,0,118,2,0,0,0,17,1,0,83,0,0,0,0,0,0,0,71,0,0,0,0,41,0,0,0
MD90-917,margo,5.85,41.298,17.613,0,1,0,6,0,0,0,0,0,0,103,6,0,0,0,13,0,0,73,0,0,0,0,0,0,0,59,0,0,0,0,61,0,0,0
MD90-917,margo,5.9,41.298,17.613,0,0,0,2,0,0,0,0,0,0,85,3,0,1,0,27,0,0,77,0,0,0,0,0,0,0,189,0,0,0,0,50,0,0,0
MD90-917,margo,5.95,41.298,17.613,0,1,0,8,0,0,0,0,0,0,136,9,0,0,0,10,0,0,98,0,0,0,0,0,0,0,145,0,0,0,0,43,0,0,0
MD90-917,margo,6,41.298,17.613,0,0,0,15,0,0,0,0,0,0,113,6,0,1,0,54,1,1,86,0,0,0,0,0,0,0,14,0,0,0,0,20,0,0,0
MD90-917,margo,6.05,41.298,17.613,0,1,0,8,0,0,0,0,0,0,136,10,0,1,0,52,0,0,83,0,0,0,2,0,0,0,17,0,0,0,0,34,0,0,0
MD90-917,margo,6.1,41.298,17.613,0,0,0,11,0,1,0,0,0,0,132,7,0,1,0,53,3,1,73,0,0,0,2,0,0,0,16,0,0,0,0,29,0,0,0
MD90-917,margo,6.15,41.298,17.613,0,0,0,5,0,0,0,0,0,0,133,9,0,0,0,42,0,0,83,0,0,0,1,0,0,0,12,0,0,0,0,24,0,0,0
MD90-917,margo,6.2,41.298,17.613,0,0,0,2,0,0,0,0,0,0,93,6,0,0,0,96,2,0,36,0,0,0,7,0,0,0,21,0,0,0,0,33,0,0,0
MD90-917,margo,6.25,41.298,17.613,0,1,0,7,0,0,0,0,0,0,151,14,0,0,0,42,0,0,43,0,0,0,3,0,0,0,10,0,0,0,0,30,0,0,0
SU8107,margo,2.5,35.57,-3.48,1,0,0,0,0,0,0,0,0,1,43,0,0,0,0,116,5,5,247,0,0,0,1,0,0,0,7,0,0,0,0,15,0,0,0
SU8107,margo,2.6,35.57,-3.48,1,0,0,0,0,0,0,0,0,0,46,0,0,1,0,65,7,14,320,0,0,0,5,0,0,0,4,0,0,0,0,14,0,0,0
SU8107,margo,2.7,35.57,-3.48,0,0,0,0,0,0,0,0,0,2,29,0,0,0,0,67,13,9,309,0,0,0,4,0,0,0,10,0,0,0,0,16,0,0,0
SU8107,margo,2.8,35.57,-3.48,3,1,0,0,0,0,0,0,0,0,30,0,0,0,0,35,6,3,180,0,0,0,2,0,0,0,5,0,0,0,0,9,0,0,0
SU8107,margo,2.9,35.57,-3.48,0,0,0,0,0,0,0,0,0,2,33,0,0,0,0,63,3,2,260,0,0,0,4,0,0,0,2,0,0,0,0,13,0,0,0
SU8107,margo,3,35.57,-3.48,0,0,0,0,0,0,0,0,0,1,32,0,0,0,0,38,3,2,235,0,0,0,1,0,0,0,8,0,0,0,0,7,0,0,0
SU8107,margo,3.1,35.57,-3.48,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,75,5,2,229,0,0,0,5,0,0,0,9,0,0,0,0,18,0,0,0
MD84627,margo,0.6,32.14,33.45,0,0,0,161,1,0,0,0,0,0,7,0,0,0,0,1,0,0,115,0,0,0,0,0,0,0,9,0,0,0,0,12,0,0,0
MD84627,margo,0.7,32.14,33.45,0,0,0,263,0,0,0,0,0,0,6,0,0,0,0,0,1,0,98,0,0,0,0,0,0,0,12,0,0,0,0,10,0,0,0
MD84627,margo,0.8,32.14,33.45,0,0,0,373,0,0,0,0,0,0,12,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0
MD84629,margo,1.6,32.04,34.21,0,9,0,0,2,0,0,0,0,1,7,0,1,6,0,0,0,0,67,0,0,0,1,0,0,0,2,0,0,0,0,10,0,0,0
MD84629,margo,1.65,32.04,34.21,4,0,0,0,1,0,0,0,0,0,11,0,0,0,0,3,2,0,87,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0
MD84629,margo,1.7,32.04,34.21,0,15,0,0,0,0,0,0,0,0,15,0,0,5,0,1,2,0,37,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0
MD84629,margo,1.75,32.04,34.21,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,1,0,0,71,0,0,0,1,0,0,0,2,0,0,0,0,5,0,0,0
MD84629,margo,1.8,32.04,34.21,0,9,0,0,1,0,0,0,1,0,166,1,0,11,0,1,1,0,122,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0
MD84629,margo,1.85,32.04,34.21,0,0,0,0,1,0,0,0,0,0,72,1,0,0,0,2,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MD84629,margo,1.9,32.04,34.21,0,5,0,0,0,0,0,0,0,0,131,0,0,12,0,6,3,0,33,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0
MD84629,margo,1.95,32.04,34.21,0,0,0,0,0,3,0,0,0,1,161,0,0,0,0,0,3,0,51,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0
MD84629,margo,2,32.04,34.21,0,0,0,0,0,0,0,0,0,0,199,0,0,1,0,40,3,0,109,0,0,0,1,0,0,0,5,0,0,0,0,17,0,0,0
