Latitude,Longitude,symbiont-barren spinose,undetermined non-spinose,symbiont-facultative non-spinose,symbiont-obligate spinose,symbiont-barren non-spinose,symbiont-bearing spinose,symbiont-bearing non-spinose,symbiont-facultative spinose
16.48333333,59.76666667,100,0,230,63,17,9,0,0
16.51666667,59.53333333,99,0,199,57,8,7,0,0
17.8,61.88333333,89,0,198,107,10,12,0,0
19.06666667,62.85,60,0,251,107,12,7,0,0
20.93333333,64.03333333,50,0,232,85,10,13,0,0
21.15,65.11666667,40,0,171,130,1,7,0,0
16.38333333,67.98333333,42,4,269,129,10,3,0,0
17.48333333,67.36666667,39,1,275,122,5,0,0,0
11.9,71.2,69,7,207,279,16,10,0,0
19.73333333,66.08333333,25,0,275,71,10,3,0,0
17.61666667,63.88333333,20,0,253,63,32,1,0,0
18.63333333,67.88333333,27,0,202,136,0,9,0,0
17.36666667,69.01666667,27,3,255,49,6,1,0,0
11.1,67.88333333,24,18,165,383,33,13,0,0
9.783333333,69.55,12,0,67,123,11,15,0,0
33.31666667,158.0333333,31,1,328,32,227,2,0,0
46.63,-13.2733,128,0,183,48,357,0,0,2
52.5167,-31.8167,199,0,61,6,76,0,0,0
30.73,-24.4833,22,0,99,101,29,1,0,12
39.3667,-12.8517,20,0,174,14,124,0,0,3
38.585,-12.535,40,0,100,48,83,0,0,8
31.4767,-25.0917,104,0,226,362,120,0,0,19
31.5167,-25.0383,124,0,279,257,133,0,0,6
46.0683,-12.4717,160,0,168,57,389,0,0,1
49.8367,-14.0533,199,0,189,24,324,0,0,0
50.2983,-13.3983,215,0,160,19,288,0,0,0
51.0583,-12.965,94,0,74,9,142,0,0,0
51.0617,-12.945,218,0,200,16,308,0,0,0
51.5817,-13.005,194,0,188,14,262,0,0,0
31.4367,-24.8233,14,0,68,158,29,0,0,1
31.4217,-25.2033,72,0,143,243,65,1,0,14
32.1267,-24.725,64,0,138,248,57,0,0,12
32.607,-24.3883,96,0,217,255,143,0,0,12
48.71,-14.6767,76,0,122,8,309,0,0,0
46.65,-13.2467,198,0,215,44,345,0,0,1
49.715,-14.6933,120,0,177,31,469,0,0,0
35.7883,-17.595,149,0,211,196,151,0,0,13
47.8067,-21.6433,126,0,142,17,136,0,0,0
47.775,-19.7133,122,0,119,12,146,0,0,0
49.7917,-21.2333,118,0,145,5,214,0,0,0
50.1217,-21.2,92,0,84,4,125,0,0,0
51.74,-22.5833,55,0,99,11,180,0,0,0
52.55,-22.1,96,0,159,3,202,0,0,0
53.7033,-21.3267,131,0,155,6,236,0,0,0
55.1917,-20.35,161,0,138,9,280,0,0,0
58.63,-19.448,137.666666666667,0,107.333333333333,2,153.666666666667,0,0,0
57.9917,-16.5067,95,0,79,1,133,0,0,0
48.835,-11.4733,108,0,177,21,390,0,3,1
45.875,-13.0817,126,0,129,47,251,0,0,0
47.6633,-14.425,162,0,173,45,323,0,0,0
32.9998,-76.3,10,0,154,348,20,5,0,0
32.7842,-76.2863,9,0,162,409,28,4,0,0
32.4852,-76.3302,14,0,159,341,31,5,0,0
32.0289,-76.0792,9,0,174,413,44,4,0,0
31.6898,-75.43,10,0,112,386,76,5,0,0
31.6742,-75.4185,15,0,137,349,43,6,0,0
30.7598,-74.4665,28,0,168,609,133,22,0,0
29.9755,-73.5998,19,0,82,387,110,8,0,0
28.2464,-74.407,7,0,47,359,47,6,0,0
46.5133,-11.5033,127,0,147,37,352,0,0,2
42.69,-20.0283,58,0,201,25,284,0,0,9
41.05,-12.9667,86,0,114,58,96,0,0,1
40.8833,-13.1333,61,0,101,31.5,112,0,0,4
40.7833,-13.2333,88,0,183,46,169,0,0,4
46.4217,-12.54,294,0,252,72,448,0,0,1
28,-38.783,5,0,87,242,49,27,0,1
29.7667,-76.8,1,0,120,167,18,16,0,0
19.917,-73.833,0,0,114,261,13,15,0,0
39.267,-36.7,79,0,95,142,88,2,0,2
25.833,-19.2998,8,0,102,240,78,15,0,0
0.6,-21.7833,0,0,71,204,12,5,0,0
-1.5,-27.0167,1,0,109,140,61,1,0,0
-29.1332,-34.5667,14,0,120,553,113,32,0,0
47.4668,-8.567,94,0,14,9,135,0,0,2
46.6668,-8.967,64,0,52,13,227,0,0,12
51.0867,-12.915,92,0,87,12,160,0,0,0
50.3083,-13.33,128,0,105,9,216,0,0,0
50.09,-13.86,79,0,74,8,123,0,0,0
49.745,-14.1317,93,0,85,11,201,0,0,1
49.4883,-14.6967,112,0,91,12,189,0,0,0
50.3533,-13.385,101,0,99,7,169,0,0,0
51.6,-12.9883,100,0,81,3,137,0,0,0
51.2667,-11.3133,146,0,102,14,186,0,0,0
51.733,-13.015,77,0,86,3,158,0,0,0
51.0668,-12.9233,237,0,209,8,515,0,0,0
50.327,-13.3773,95,0,88,7,237,0,0,0
50.3395,-12.7055,107,0,79,7,201,0,0,0
50.3778,-12.6948,99,0,81,2,192,0,0,0
51.762,-13.1305,106,0,76,3,218,0,0,0
51.6292,-12.9228,134,0,89,9,176,0,0,0
51.6157,-13.8657,115,0,119,8,144,0,0,0
51.4495,-13.6013,97,0,74,3,148,0,0,0
50.796,-12.9445,255,0,151,12,353,0,0,0
50.367,-12.719,171,0,112,6,272,0,0,0
46.2668,-4.5998,56,0,45,53,186,5,0,0
45.367,-5.333,66,0,27,57.3333333333333,191.666666666667,0,0,10.3333333333333
43.8333,-4.5,50,0,6,22,182,0,0,8
19.455,-29.8933,7,0,174,441,74,1,0,0
27.5633,-27.6517,41,0,141,347,68,0,0,17
28.7717,-26.4567,45,0,159,381,77,2,1,27
28.425,-25.795,40,0,177,441,38,7,3,33.5
28.58,-25.315,31,0,84,283,38,3,0,22
28.16,-25.4683,7,0,158,121,31,0,0,1
26.8717,-27.12,40,0,105,422,44,0,1,10
29.5267,-25.23,36,0,105,109,69,1,0,3
29.455,-24.7583,44,0,260,371,100,0,0,23
33.5017,-22.6233,60,0,87,120,50,0,0,4
32.4183,-23.5267,29,0,90,108,24,0,0,12
33.11,-23.9617,46,0,233,245,59,0,0,6
33.4883,-22.625,118,0,294,218,139,0,0,5
33.5033,-22.63,81,0,231,210,116,1,0,23
34.605,-12.8933,177,0,371,223,140,0,0,7
34.4267,-12.89,142,0,168,230,125,0,0,3
33.9733,-12.79,174,0,163,297,98,0,0,15
34.13,-13.3933,244,0,303,505,184,1,0,7
33.4983,-13.22,204,0,249,343,114,3,0,8
33.4917,-13.735,66,0,70,169,44,0,0,3
33.4967,-13.8733,123,0,147,199,67,3,0,5
33.0483,-14.59,142,0,175,275,75,3,0,4
35.7317,-12.3567,71,0,94,160,69,0,0,3
35.7283,-12.35,65,0,97,121,27,0,0,9
35.6817,-13.305,139,0,184,287,85,0,0,7
35.605,-11.2483,49,0,91,121,36,0,0,13
35.9383,-11.1867,48,0,73,107,32,0,0,6
35,-10.7317,112,0,160,115,51,0,0,12
36.2267,-10.4917,117,0,139,163,50,0,0,10
37.3467,-11.86,54,0,208,116,137,0,0,18
37.9317,-12.2183,56,0,171,88,102,0,0,14
37.42,-11.09,24,0,130,40,88,0,0,2
38.365,-12.5933,119,0,224,153,177,0,0,14
39.04,-12.5883,201,0,221,133,163,0,0,3
56.3198,-11.55,91,0,73,4,155,3,0,0
58.08,-10.72,72,0,67,0,192,6,0,0
60.02,-8.7298,53,0,33,0,215,0,0,0
61.9798,-2.5,45,0,23,0,240,0,0,0
59.25,-10.22,91,0,32,0,189,1,0,0
55.5998,-14.4798,124,0,47,3,156,0,0,0
51.4798,-17.68,68,0,76,5,182,0,0,0
50.15,-17.37,73,0,55,8,199,0,0,0
54.7,-12.7798,51,0,61,2,207,2,0,0
59.5,-8.93,75,0,49,0,170,3,0,0
58.63,-12.05,60,0,66,2,177,1,0,0
56.52,-13.25,131,0,49,0,127,4,0,0
54.63,-16.35,114,0,52,2,164,0,0,0
53.93,-16.37,63,0,73,3,169,4,0,0
48.2,-15.92,79,0,93,20,165,4,0,0
52.2798,-35.25,197,0,29,0,74,0,0,0
57.933,-29.0133,140,0,63,0,97,0,0,0
66.5998,-12.4498,34,0,2,0,264,0,0,0
37.3198,-18.8298,61,0,66,85,67,7,0,1
42.68,-9.8298,86,0,55,13,172,8,0,0
42.6198,-9.5798,99,0,52,19,148,1,0,0
45.0998,-7.933,56,0,34,17,204,0,0,3
47.63,-8.4798,114,0,39,12,154,3,0,0
46.77,-8.68,48,0,65,17,211,4,0,0
47.47,-8.5698,82,0,40,15,200,8,0,0
46.9198,-8.0798,46,0,50,16,211,5,0,0
47.0498,-8.77,39,0,54,20,219,8,0,0
46.6698,-8.9798,36,0,39,24,217,6,0,1
-6.9176,8.9967,6,0,130,157,24,1,0,0
-11.7407,10.5494,41,0,592,145.5,114,2,0,0
-17.165,10.2417,253,0,672,116,82,0,0,0
-17.1502,8.8966,182,0,1301,122,112,0,0,0
-19.6558,9.1377,209,0,533,143,62,0,0,0
-20.0993,9.1777,167,0,359,106,126,3,0,0
-21.0768,7.7786,340,0,353,123,322,17,0,0
-22.9133,6.0267,93,0,381,217,219,34,0,0
-22.0533,5.535,76,0,359,195,171.5,24,0,0
-21.6017,5.0317,74,0,584.5,284,276.5,13,0,0
-21.1867,3.3217,15,0,248.5,56.5,122,4,0,0
-6.2067,0.875,41.5,0,230,458,35.5,7,0,0
-5.545,-1.7733,23,0,316,191.5,49.5,8,0,0
-3.475,-7.6,23,0,264,565,37,0,0,0
0.6217,-9.6833,19,0,283,247,51,2,0,0
7.3433,-20.4717,46,0,136,596,42,10,0,0
9.9667,-22.3583,39,0,206,535,58,1,0,0
1.6633,-10.9767,12,0,162,266,11,4,0,0
0.6017,-9.2633,41,0,233,409,42,6,0,1
-1.1633,-10.725,43,0,172,504,51,9,0,0
-1.665,-12.4283,35,0,242,483,40,28,0,0
-1.76,-12.557,65,0,251,565.5,95.5,20,0,0
-2.1733,-9.8733,27,0,136,429,24,4,0,0
-6.0133,-7.745,15,0,254.5,355.5,23.5,5,0,0
-5.9433,-8.14,26,0,230,518,25,14,0,0
-5.8433,-8.6517,17,0,226,541,20,15,0,0
-5.7783,-10.75,14,0,240,545.5,22,7,0,0
-5.745,-11.0367,18,0,201.5,433.5,30.5,9,0,0
-5.285,-10.2033,24,0,244.5,558.5,42.5,13,0,0
-3.6233,-13.1867,16,0,176,343.5,15,5,0,0
-3.815,-14.8967,22,0,199.5,572.5,13.5,6,0,0
-26.5483,5.0167,47,0,167,101,77.5,12,0,0
-25.045,5.4983,113,0,270,139,165,7,0,0
-24.5983,6.855,175,0,385,217,200,18,0,0
-24.4917,7.1133,119,0,431,195,298,25,0,2
-24.5117,7.2833,86,0,320,170,218,25,0,0
-24.485,7.4383,131,0,365,160,232,6,0,0
-24.4733,7.5367,59,0,365.5,93,159.5,1,0,0
-24.8367,6.845,69,0,298,127,155,12,0,0
-24.925,6.7883,117,0,323,130,132,23,0,0
-24.945,6.725,127,0,246,114,152,19,0,0
-24.0333,5.3067,83,0,219,115,127,26,0,0
-35.2067,-26.7633,22,0,106,160,135,8,0,0
-31.6667,-28.665,34,0,103,224,152,0,0,0
-31.5883,-28.9033,94.5,0,165,218,191,2.5,0,0
-31.5133,-29.0983,70,0,85,226,101,14,0,0
-31.6617,-29.6567,102,0,128,333,186,31,0,2
-1.1983,-11.7117,57,0,250,433,42,21,9,0
1.79,-11.1333,10,0,209,276,25,2,0,0
-4.3283,-10.2533,29,0,233.5,523.5,26.5,16,0,0
-12.8183,-6.185,42,0,139,296,26,11,0,0
-15.675,-9.4567,55,0,188,392,53,6,0,0
-15.5283,-10.7283,52.5,0,241.5,369,39,21,0,2
-15.53,-11.5783,30,0,209,399.5,57,19,0,0.5
-15.5333,-14.885,23,0,163.5,370,30.5,28.5,0,0
-15.5383,-17.07,56.5,0,86,394,28,22,0,0
-15.3533,-18.6867,12.5,0,21.5,129,12,4,0,0
2.31,-30.6483,7,0,136,399,33,10,0,0
2.2883,-31.2867,11,0,145,647,17,25,0,0
2.2733,-33.0067,12,0,144,639,24,8,0,0
2.205,-35.1817,15,0,103,668,16,4,0,0
5.3333,-34.025,12,0,138,715,38,6,0,0
5.0433,-35.2417,11,0,42,569,13,9,0,0
4.7267,-36.5117,8,0,85,551,18,3,0,0
3.1783,-46.3433,6,0,218,518,46,3,0,0
5.9033,-48.04,11,0,89,535,20,6,0,0
5.4317,-46.9267,8,0,157,579,24,2,0,0
5.1383,-46.575,16,0,131,518,25,1,0,0
4.4967,-43.3367,10,0,66,200,56,2,0,0
5,-42.75,17,0,113,510,16,11,0,0
4.705,-41.9333,10,0,112,707,26,12,0,0
4.5917,-41.935,9,0,108,680,21,10,0,0
4.3117,-41.8283,16,0,137,579,33,21,0,0
4.025,-41.6833,13,0,89,529,16,9,0,0
3.815,-41.6217,10,0,127,574,31,12,0,0
1.95,3.55,3,0,188,50,33,9,0,0
-6.5667,10.3167,91,0,128,476,84,32,0,10
-19.4067,11.6117,108,0,164,7,68.5,0,0,0
-30.1733,3.0833,35,0,251,97,207,9,0,0
-29.8383,2.4067,106,1,598,182,229,13,0,0
44.38,-2.97,58,0,53,41,196,6,0,0
44.08,-2.18,58,0,44,25,174,8,0,0
45.5698,-5,39,0,63,62,167,6,0,0
46.27,-4.5998,119,0,9,51,218,0,0,0
45.9,-3.8333,91,0,36.5,15.5,169.5,6,0,0
45.4798,-4.42,51,0,65,10,185,5,0,0
45.75,-3.95,55,0,66,41,176,5,0,0
46.77,-5.9698,59,0,65,16,186,1,0,0
43.5498,-2.0198,95,0,57,18,90,0,0,0
46.02,-4.6998,59,0,44,45,185,3,0,0
44.0667,-4.45,54,0,36,29,196,1,0,0
43.83,-4.5,50,0,44,33,197,0,0,0
45.0998,-7.9298,51,0,46,35,189,2,0,0
35.95,-7.5668,106,0,9,102,55,0,0,3
20.3533,-17.9333,193,0,187,40,111,0,0,0
30.2117,-28.2967,117,0,96,256,50,50,0,8
34.3967,-15.6333,128,0,143,190,94,6,0,2
26.405,-14.9617,89,0,15,55,94,0,0,0
26.8383,-15.11,176,0,147,224,105,13,0,0
23.4983,-18.7167,280,0,404,334,228,9,0,0
23.035,-17.41,98,0,81,22,70,0,0,1
16.2383,-20.425,104,0,494,384,129,4,0,0
15.4283,-17.3417,67,0,92,104,12,2,0,0
15.825,-17.8617,93,0,319,218,92,3,0,0
17.8542,-17.1673,105,0,123,44,82,0,0,0
5.67,-19.8517,31,0,117,416,23,22,0,0
21,-17.728,217,0,137,41,112,0,0,0
21.0217,-17.883,311,0,211,37,254,7,0,0
19.683,-17.2,241,0,289,118,91,4,0,0
19.65,-17.217,159,0,150,77,38,2,0,0
19.617,-17.25,223,0,244,126,93,3,0,1
29.1667,-12.0867,146,0,60,103,28,6,0,4
29.083,-11.97,318.333333333333,0,105.333333333333,88,71.3333333333333,7.66666666666667,0,7.33333333333333
28.255,-13.395,230,0,69,77,53,4,0,2
27.2033,-14.66,294,0,110,162,77,7,0,5
27.0083,-15.0883,247,0,130,176,106,10,0,2
27.005,-18.9867,109,0,330,102,230,3,0,0
32.2117,-10.445,224,0,113,236,87,7,0,3
32.4883,-10.1133,194,0,89,273,92,3,0,0
32.4467,-9.9583,228,0,76,126,80,6,0,0
32.4283,-9.865,225,0,125,152,140,7,0,0
32.4133,-9.845,111,0,28,102,22,2,0,0
32.3983,-9.8083,127,0,55,51,62,0,0,0
32.3917,-9.795,237,0,77,136,41,3,0,0
32.3833,-9.7833,185,0,86,132,52,1,0,0
33.19,-9.83,156,0,79,191,109,1,0,3
34.8733,-6.6333,198,0,59,84,51,6,0,0
34.8917,-6.6717,216,0,45,47,44,5,0,0
34.56,-6.7583,161,0,84,102,56,2,0,0
34.92,-6.845,179,0,75,87,43,0,0,8
34.9283,-6.925,104,0,68,109,61,2,0,2
34.96,-7.1183,166,0,66,79,41,3,0,3
34.9917,-7.2833,350,3,148,158,115,12,0,2
34.9783,-7.3283,259,0,116,191,75,12,0,5
34.8917,-7.815,238,2,89,172,80,11,0,7
34.86,-8.1267,360,2,153,336,143,15,0,10
34.795,-8.4033,232,0,132,274,102,16,0,8
34.7567,-8.8483,166,0,101,245,89,4,0,10
34.1033,-10.8283,218,0,140,363,113,5,0,9
33.4717,-12.755,152,0,81,187,69,6,0,0
32.7633,-15.06,163,0,184,116,188,5,0,0
14.79,-20.51,24,0,186,113,26,5,0,0
14.4167,-20.5667,21,0,246,120,59,1,0,0
14.376,-20.5668,14,0,249,104,50,2,0,0
9.04,-21.96,9,0,135,182,33,3,0,0
9.0133,-21.4567,33,0,104,351,23,1,0,0
8.91,-20.85,26,0,132,426,27,2,0,0
9.5133,-19.8933,27,0,141,127,60,1,0,0
9.56,-19.8433,27,0,183,196,62,2,0,0
10.0183,-19.3033,4,0,162,56,39,1,0,0
9.5667,-19.1067,32,0,150,253,33,0,0,0
9.865,-19.3983,5,0,182,97,39,1,0,0
10.0683,-19.7267,10,0,178,97,32,3,0,0
9.8917,-16.74,70,0,113,354,33,5,0,0
9.9283,-17.5333,36,0,61,154,23,2,0,0
9.9217,-17.8683,15,0,103,219,40,1,0,0
5.617,-19.983,10,0,93,426,22,5,0,0
3.0217,-22.0217,16,0,129,458,34,5,0,0
16.933,-17.933,63,0,182,31,51,3,0,0
4.7333,-20.9417,19,0,116,588,49,12,0,0
5.27,-22.865,20,0,129,815,46,9,0,0
5.3917,-21.72,31,0,153,840,48,15,0,0
5.335,-22.055,32,0,198,822,66,11,0,0
9.0783,-17,16,0,165,442,61,10,0,0
8.9833,-16.9467,36,0,142,285,77,4,0,0
7.63,-15.1683,3,0,46,206,21,0,0,0
0.8133,-15.5117,31,0,251,476,42,4,0,0
-1.34,-11.9733,69,0,306,676,40,1,0,0
-0.9495,-9.3917,33,0,251,361,46,2,0,0
-0.0117,-9.96,38,0,261,469,55,6,0,0
0.9867,-11.1533,74,0,417,685,71,30,0,0
3.9283,-10.62,16,0,152,327,19,2,0,0
4.21,-9.6367,6,0,74,240,10,0,0,0
4.2983,-9.4983,14,0,80,368,6,2,0,0
5.365,1.2867,25,0,87,248,9,3,0,0
5.5133,3.7783,11,0,123,293,9,2,0,0
4.8033,3.4083,11,0,138,325,18,0,0,0
3.155,6.285,4,0,64,205,11,0,0,0
2.6718,6.0548,3,0,230,190,36,4,0,0
-0.2283,6.0183,69,0,273,553,93,8,0,0
-0.215,5.9683,107,0,285,700,82,20,0,0
-0.73,6.935,21,0,270,141,34.5,3,0,0
-0.3467,8.0383,23,0,77.5,144,11.5,4,0,0
52.4483,-16.6567,187,0,266,21,424,0,0,0
54.3067,-18.1767,167,0,241,1,166,0,0,0
56.1617,-31.99,332,0,166,2,157,0,0,0
56.4317,-33.8817,411,0,108,2,302,0,0,0
48.445,-27.6967,118,0,128,7,111,0,0,0
48.0367,-25.8967,179,0,123,6,107,0,0,0
65.515,-0.1117,143,0,11,2,414,0,0,0
67.6517,5.8033,66,0,7,0,360,0,0,0
68.6967,-0.2367,261,0,1,0,332,0,0,0
69.9967,-0.0417,145,0,2,0,182,0,0,0
70.2583,-3.3483,208,0,1,0,227,0,0,0
68.235,2.5483,118,0,6,0,303,1,0,0
69.5,3.0017,201,0,4,0,281,0,0,0
70.305,-3.1217,177,0,0,0,362,0,0,0
70.0017,-2.995,289,0,1,0,440,0,0,0
68.0917,1.425,113,0,3,0,308,0,0,0
67.8333,1.5017,94,0,11,0,299,0,0,0
67.34,2.165,64,0,4,0,267,0,0,0
67.085,2.9067,80,0,5,0,299,0,0,0
66.8317,4.415,30,0,8,0,274,0,0,0
71.9983,7.4783,256,0,8,0,313,0,0,1
72.0037,4.9945,109,0,4,0,322,0,0,0
71.4508,0.6617,82,0,3,0,305,0,0,0
73.1648,-0.8198,13,0,0,0,537,0,0,0
72.035,-0.6267,17,0,0,0,403,0,0,0
72.0587,-0.2333,5,0,0,0,327,0,0,0
72.3773,1.8183,95,0,0,0,888,0,0,0
72.3922,1.4897,45,0,0,0,359,0,0,0
72.6228,-6.5478,10,0,0,0,863,0,0,0
72.3797,-10.5923,15,0,0,0,411,0,0,0
71.1782,-5.7052,4,0,0,0,525,0,0,0
71.1352,-5.9877,20,0,0,0,341,0,0,0
70.0118,0.0817,289,0,3,0,326,0,0,0
68.3327,1.4977,134,0,6,1,321,0,0,0
67.66,5.485,78,0,10,0,242,0,0,0
67.655,5.474,173,0,10,0,442,0,0,0
66.935,7.443,57,0,7,0,263,0,0,0
67.01,7.465,24,0,16,0,253,0,0,0
67.6517,5.472,161,0,5,0,538,0,0,0
67.6983,3.423,108,0,6,0,594,0,0,0
67.6717,5.8367,159,0,11,0,554,0,0,0
70.9517,-5.545,14,0,0,0,865,0,0,0
71.6317,-8.4133,0,0,0,0,1038,0,0,0
72.2133,-12.1,0,0,0,0,1103,0,0,0
71.735,-15.58,1,0,0,0,613,0,0,0
70.4383,-16.0817,3,0,0,0,505,0,0,0
70.0083,-12.425,4,0,0,0,904,0,0,0
70.57,-12.7233,14,0,0,0,1229,0,0,0
70.3183,-10.63,2,0,0,0,929,0,0,0
65.5317,-4.145,513,0,0,0,604,0,0,0
72.7795,-7.1455,8,0,0,0,694,0,0,0
72.0242,-7.5855,9,0,0,0,527,0,0,0
70.482,-4.0117,472,0,0,0,445,0,0,0
70.5353,-1.9928,282,0,0,0,340,0,0,0
71.5952,-8.4872,9,0,0,0,655,0,0,0
71.5978,-8.5335,5,0,0,0,563,0,0,0
71.62,-8.6775,9,0,0,0,994,0,0,0
71.6305,-8.6832,7,0,0,0,736,0,0,0
67.01,2.9167,59.5,0,10,0,251,0,0,0
74.9533,13.005,49,0,0,0,367,0,0,0
76.4383,9,33,0,0,0,463,0,0,0
76.4367,9,30,0,0,0,531,0,0,0
72.35,-7.8083,3,0,0,0,356,0,0,0
72.3517,-7.8033,8,0,0,0,387,0,0,0
68.7367,0.1667,238,0,9,0,404.5,0,0,0
54.8317,-18.385,277,0,142,5,484,0,0,0
53.5383,-20.2883,239,0,205,15,350,0,0,0
50.6733,-19.435,183,0,132,7,311,0,0,0
52.5,-20.335,155,0,132,9,297,0,0,0
66.667,-4.9167,37,0,7,5,213,0,0,0
70.955,-5.5567,10,0,0,0,390,0,0,0
71.6333,-8.45,0,0,0,0,340,0,0,0
69.3783,-10.7783,1,0,0,0,629,0,0,0
67.86,-18.615,36,0,0,0,782,0,0,0
67.6583,-11.0767,6,0,0,0,564,0,0,0
67.505,-12.5017,1,0,0,0,388,0,0,0
64.95,3.5317,33,0,14,0,260,0,0,0
64.7233,4.9167,50,0,19,0,300,0,0,0
64.6167,4.4517,18,0,5,1,429,0,0,0
64.7667,4.5017,78,0,16,0,395,0,0,0
69.69,0.48,259,0,3,0,652,0,0,0
72.3933,-7.6033,5,0,0,0,878,0,0,0
73.83,-9.2517,4,0,0,0,497,0,0,0
73.86,-9.395,17,0,0,0,727,0,0,0
73.8333,-13.502,4,0,0,0,782,0,0,0
73.4533,-13.432,3,0,0,0,598,0,0,0
73.215,-15.002,26,0,0,0,1418,0,0,0
72.9417,-13.423,20,0,0,0,1772,0,0,0
65.0327,-28.2832,148,0,32,0,113,0,0,0
64.694,-29.0853,286,0,55,0,241,0,0,0
64.5428,-28.2033,302,0,52,1,122,0,0,0
64.7995,-29.5972,397,0,93,1,362,0,0,0
63.762,-28.6587,305,0,54,1,260,0,0,0
62.2505,-30.2207,377,0,65,1,215,0,0,0
63.0048,-29.9045,379,0,84,1,419,0,0,0
63.2498,-27.5965,278,0,53,1,268,0,0,0
63.3993,-28.0635,208,0,37,1,168,0,0,0
62.7887,-29.8863,297,0,46,0,135,0,0,0
63.164,-28.8415,334,0,63,0,206,0,0,0
40.97,-10.47,86,0,49,27,140,0,0,0
40.97,-10.5298,84,0,76,36,104,0,0,0
40.9198,-10.5798,88,0,60,34,115,0,0,3
37.0998,-9.3298,103,0,68,43,86,5,0,0
28.573,-46.357,14,0,40,250,24,23,0,0
31.178,-39.682,16,0,68,177,63,35,0,4
32.417,-34.093,52,0,69,152,69,33,0,2
34.6198,-29.9798,81,0,57,139,72,32,0,0
34.805,-28.358,72,0,75,160,80,33,0,4
34.813,-26.195,62,0,68,139,74,16,0,3
7.55,-14.6,21,0,95,285,9,16,0,0
6.933,-12.25,35,0,83,226,14,12,0,0
6.967,-12.25,26,0,51,166,5,9,0,0
6.9,-12.4328,13,0,73,208,7,11,0,0
33.8583,-9.7283,133,0,29,90,61,0,0,2
33.62,-9.4083,112,0,22,143,102,0,0,1
33.4417,-9.1333,110,0,9,52,76,0,0,0
34.8,-10.2533,83,0,11,143,61,0,0,1
36.033,-11.817,152,0,39,165,82,0,0,4
24.0498,-28.93,20,0,88,174,62,3,0,2
17.5498,-22.6,18,0,71,172,27,15,0,0
18.3998,-24.5698,14,0,102,217,39,12,0,0
19.5798,-27.4698,58,0,62,161,44,13,0,3
36.3498,-27.3798,71,0,70,97,77,18,0,0
36.8698,-26.5798,85,0,74,81,68,21,0,0
16.45,-20.0117,52,0,102,68,75,12,0,0
18.7198,-25.35,16,0,81,162,50,15,0,0
20.53,-29.45,18,0,49,179,75,13,0,0
25.45,-20.3298,14,0,61,187,81,4,0,2
28.8798,-25.3998,17,0,94,174,65,1,0,0
30.1298,-26.28,19,0,78,148,72,2,0,1
31.1,-26.78,46,0,63,156,58,9,0,4
31.1298,-26.78,43,0,117,129,98,6,0,0
34.72,-29.5698,68,0,55,125,75,17,0,1
35.25,-29.25,60,0,52,109,62,17,0,0
35.4198,-28.92,59,0,104,64,98,8,0,0
35.7998,-28.2198,78,0,46,84,63,14,0,4
55.5,-14.5833,98,0,97,1,228,0,0,0
62.397,-23.2,195,0,82,3,192,0,0,0
61.868,-23.942,212,0,156,1,291,0,0,0
61.367,-24.172,156,0,97,1,198,0,0,0
61.075,-24.53,150,0,86,7,187,0,0,0
61.222,-22.49,160,0,133,0,267,0,0,0
60.413,-23.645,108,0,63,1,155,0,0,0
59.742,-22.2,180,0,133,0,314,0,0,0
59.783,-23.923,136,0,106,1,184,0,0,0
59.792,-22.653,131,0,79,4,123,3,0,0
58.64,-23.993,138,0,112,21,217,0,0,0
58.94,-24.4,130,0,101,3,234,2,0,0
57.537,-24.72,191,0,145,0,209,0,0,0
57.675,-25.64,214,0,179,0,272,0,0,0
56.17,-27.338,244,0,122,0,170,0,0,0
54.693,-28.35,136,0,121,0,166,0,0,0
52.765,-30.343,171,0,99,0,201,0,0,0
42.488,-28.415,100,0,96,76,137,1,0,0
64.7698,-1.2698,75,0,14,0,214,0,0,0
61.65,-2.4,32,0,19,0,258,0,0,0
62.3498,-0.22,26,0,19,0,255,0,0,0
61.2298,3.5998,58,0,12,0,208,0,0,0
18.2198,-21.0798,35,0,97,106,64,19,0,0
16.02,-20.6298,25,0,147,115,50,5,0,0
84.0292,11.2383,0,0,0,0,671,0,0,0
75.8267,11.46,18,0,2,1,506,0,0,0
78.8553,-4.7812,0,0,0,0,336,0,0,0
78.907,-3.9888,2,0,0,0,689,0,0,0
79.0213,-1.6633,0,0,0,0,436,0,0,0
78.8592,1.3098,14,0,0,0,383,0,0,0
66.9983,7.74,27,0,12,0,212,0,0,0
67.5015,8.444,59,0,5,0,354,0,0,0
68.3022,3.6692,105,0,14,0,394,0,0,0
69.3718,-6.553,128,0,2,0,388,0,0,0
69.3652,-8.657,20,0,0,0,529,0,0,0
69.3853,-12.8748,17,0,0,0,532,0,0,0
69.4967,-19.47,2,0,0,0,325,0,0,0
77.9983,9.4167,27,0,0,0,320,0,0,0
78.0032,8.7285,39,0,0,0,329,0,0,0
78.0067,8.0663,6,0,0,0,800,0,0,0
78,7.4233,17,0,0,0,366,0,0,0
77.9983,6.7016,23,0,0,0,471,0,0,0
78.0016,5.3467,5,0,0,0,423,0,0,0
77.9982,2.4682,6,0,0,0,444,0,0,0
77.995,0.5533,2,0,0,0,422,0,0,0
78.0033,-3.505,0,0,0,0,772,0,0,0
