Event,Data_Source,Depth [m],Latitude,Longitude,symbiont-barren non-spinose,symbiont-barren spinose,symbiont-bearing non-spinose,symbiont-obligate spinose,symbiont-bearing spinose,symbiont-facultative non-spinose,undetermined non-spinose,symbiont-facultative spinose,undetermined spinose,SST
MD95-2040,MD952040,4.19,40.581833,-9.861167,118,102.0,0.0,26.0,0.0,61.0,4.0,0.0,,12.80455910289605
MD95-2040,MD952040,4.22,40.581833,-9.861167,225,141.0,0.0,49.0,0.0,83.0,11.0,0.0,,12.80455910289605
MD95-2040,MD952040,4.25,40.581833,-9.861167,155,110.0,0.0,20.0,1.0,77.0,2.0,0.0,,12.80455910289605
MD95-2040,MD952040,4.28,40.581833,-9.861167,244,129.0,0.0,39.0,0.0,89.0,7.0,0.0,,12.80455910289605
MD95-2040,MD952040,4.31,40.581833,-9.861167,228,173.0,0.0,68.0,0.0,73.0,6.0,1.0,,12.80455910289605
MD95-2040,MD952040,4.34,40.581833,-9.861167,830,385.0,0.0,40.0,1.0,500.0,9.0,0.0,,12.80455910289605
MD95-2040,MD952040,4.37,40.581833,-9.861167,152,68.0,0.0,30.0,0.0,53.0,2.0,0.0,,12.80455910289605
MD95-2040,MD952040,4.4,40.581833,-9.861167,302,130.0,0.0,33.0,0.0,102.0,4.0,0.0,,12.80455910289605
MD95-2040,MD952040,4.43,40.581833,-9.861167,317,168.0,0.0,46.0,1.0,149.0,5.0,0.0,,12.80455910289605
MD95-2040,MD952040,4.46,40.581833,-9.861167,419,200.0,0.0,42.0,1.0,159.0,9.0,0.0,,12.80455910289605
MD95-2040,MD952040,4.49,40.581833,-9.861167,332,163.0,0.0,50.0,0.0,150.0,9.0,0.0,,12.80455910289605
MD95-2040,MD952040,4.52,40.581833,-9.861167,476,181.0,0.0,27.0,1.0,117.0,7.0,0.0,,12.80455910289605
MD95-2040,MD952040,4.55,40.581833,-9.861167,288,174.0,0.0,42.0,1.0,117.0,4.0,0.0,,12.80455910289605
MD95-2040,MD952040,4.58,40.581833,-9.861167,233,107.0,0.0,48.0,0.0,86.0,4.0,0.0,,12.80455910289605
MD95-2040,MD952040,4.61,40.581833,-9.861167,259,161.0,0.0,44.0,0.0,109.0,6.0,0.0,,12.80455910289605
MD95-2040,MD952040,4.64,40.581833,-9.861167,288,185.0,0.0,34.0,1.0,132.0,2.0,0.0,,12.80455910289605
MD95-2040,MD952040,4.67,40.581833,-9.861167,384,245.0,0.0,30.0,1.0,172.0,7.0,0.0,,12.80455910289605
MD95-2040,MD952040,4.7,40.581833,-9.861167,236,175.0,0.0,48.0,0.0,113.0,9.0,0.0,,12.80455910289605
MD95-2040,MD952040,4.73,40.581833,-9.861167,309,172.0,0.0,43.0,0.0,136.0,12.0,0.0,,12.80455910289605
MD95-2040,MD952040,4.76,40.581833,-9.861167,296,197.0,0.0,24.0,0.0,122.0,5.0,0.0,,12.80455910289605
MD95-2040,MD952040,4.79,40.581833,-9.861167,319,154.0,0.0,46.0,0.0,106.0,2.0,0.0,,12.80455910289605
MD95-2040,MD952040,4.82,40.581833,-9.861167,225,123.0,0.0,30.0,0.0,82.0,2.0,0.0,,12.80455910289605
MD95-2040,MD952040,4.85,40.581833,-9.861167,196,94.0,0.0,16.0,0.0,55.0,2.0,0.0,,12.80455910289605
MD95-2040,MD952040,4.88,40.581833,-9.861167,228,84.0,0.0,19.0,0.0,35.0,0.0,0.0,,12.80455910289605
MD95-2042,MD952042,6.25,37.799833,-10.1665,235,99.0,,22.0,2.0,89.0,,0.0,,14.307510387124964
MD95-2042,MD952042,6.34,37.799833,-10.1665,197,82.0,,33.0,2.0,87.0,,0.0,,14.307510387124964
MD95-2042,MD952042,6.45,37.799833,-10.1665,165,62.0,,22.0,2.0,72.0,,0.0,,14.307510387124964
MD95-2042,MD952042,6.54,37.799833,-10.1665,138,73.0,,28.0,0.0,79.0,,0.0,,14.307510387124964
MD95-2042,MD952042,6.65,37.799833,-10.1665,164,109.0,,50.0,1.0,74.0,,0.0,,14.307510387124964
MD95-2042,MD952042,6.74,37.799833,-10.1665,150,147.0,,40.0,0.0,71.0,,0.0,,14.307510387124964
MD95-2042,MD952042,6.85,37.799833,-10.1665,144,113.0,,50.0,0.0,50.0,,0.0,,14.307510387124964
MD95-2042,MD952042,6.94,37.799833,-10.1665,136,82.0,,47.0,1.0,84.0,,0.0,,14.307510387124964
OCE400-MC44,OCE400-MC44,0.345,43.483033,-67.882617,160,12.0,,,,2.0,,,,11.053172839414533
PS1243-1,PS1243-1,0.68,69.3718,-6.553,394,0.0,0.0,0.0,,0.0,0.0,,,-1.5795114143610685
PS1244-2,PS1244-2,0.6,69.3652,-8.657,408,0.0,0.0,0.0,,5.0,0.0,,,-1.6058613406328335
PS1246-2,PS1246-2,0.3,69.3853,-12.8748,478,0.0,0.0,0.0,,0.0,0.0,,,-1.6596495766075923
PS1906-2,PS1906-2,0.5,76.8463,-2.1505,465,0.0,0.0,0.0,,2.0,0.0,,,-1.6485825749139624
PS2644-5,PS2644-5,1.1,67.86666,-21.765,0,,,,,,,,,-1.0070176870370326
PS2644-5,PS2644-5,1.11,67.86666,-21.765,1127,,,,,,,,,-1.0070176870370326
PS2644-5,PS2644-5,1.12,67.86666,-21.765,914,,,,,,,,,-1.0070176870370326
PS2644-5,PS2644-5,1.13,67.86666,-21.765,826,,,,,,,,,-1.0070176870370326
PS2644-5,PS2644-5,1.14,67.86666,-21.765,1052,,,,,,,,,-1.0070176870370326
PS2644-5,PS2644-5,1.15,67.86666,-21.765,1154,,,,,,,,,-1.0070176870370326
PS2644-5,PS2644-5,1.16,67.86666,-21.765,1388,,,,,,,,,-1.0070176870370326
PS2644-5,PS2644-5,1.17,67.86666,-21.765,1729,,,,,,,,,-1.0070176870370326
PS2644-5,PS2644-5,1.18,67.86666,-21.765,1556,,,,,,,,,-1.0070176870370326
PS2644-5,PS2644-5,1.19,67.86666,-21.765,1394,,,,,,,,,-1.0070176870370326
PS2644-5,PS2644-5,1.2,67.86666,-21.765,0,,,,,,,,,-1.0070176870370326
PS2644-5,PS2644-5,1.21,67.86666,-21.765,1090,,,,,,,,,-1.0070176870370326
PS2644-5,PS2644-5,1.22,67.86666,-21.765,908,,,,,,,,,-1.0070176870370326
PS2644-5,PS2644-5,1.23,67.86666,-21.765,581,,,,,,,,,-1.0070176870370326
SS0206-GC15,SS0206-GC15,3.32,-39.31283,142.68398,157,276.0,,14.0,0.0,86.0,,,,10.24898971116774
SS0206-GC15,SS0206-GC15,3.34,-39.31283,142.68398,149,275.0,,9.0,0.0,76.0,,,,10.24898971116774
SS0206-GC15,SS0206-GC15,3.36,-39.31283,142.68398,175,280.0,,6.0,0.0,88.0,,,,10.24898971116774
SS0206-GC15,SS0206-GC15,3.38,-39.31283,142.68398,174,255.0,,5.0,1.0,71.0,,,,10.24898971116774
SS0206-GC15,SS0206-GC15,3.4,-39.31283,142.68398,153,258.0,,3.0,1.0,113.0,,,,10.24898971116774
SS0206-GC15,SS0206-GC15,3.44,-39.31283,142.68398,195,238.0,,6.0,0.0,77.0,,,,10.24898971116774
SS0206-GC15,SS0206-GC15,3.46,-39.31283,142.68398,179,290.0,,4.0,0.0,101.0,,,,10.24898971116774
SS0206-GC15,SS0206-GC15,3.5,-39.31283,142.68398,157,308.0,,3.0,0.0,96.0,,,,10.24898971116774
SS0206-GC15,SS0206-GC15,3.51,-39.31283,142.68398,213,303.0,,3.0,0.0,94.0,,,,10.24898971116774
SS0206-GC15,SS0206-GC15,3.52,-39.31283,142.68398,186,262.0,,6.0,0.0,93.0,,,,10.24898971116774
SS0206-GC15,SS0206-GC15,3.56,-39.31283,142.68398,168,229.0,,14.0,0.0,125.0,,,,10.24898971116774
SS0206-GC15,SS0206-GC15,3.6,-39.31283,142.68398,192,290.0,,11.0,0.0,111.0,,,,10.24898971116774
SS0206-GC15,SS0206-GC15,3.62,-39.31283,142.68398,147,272.0,,15.0,2.0,103.0,,,,10.24898971116774
SS0206-GC15,SS0206-GC15,3.66,-39.31283,142.68398,179,302.0,,7.0,0.0,102.0,,,,10.24898971116774
SS0206-GC15,SS0206-GC15,3.68,-39.31283,142.68398,207,298.0,,4.0,0.0,105.0,,,,10.24898971116774
SS0206-GC15,SS0206-GC15,3.7,-39.31283,142.68398,159,297.0,,4.0,0.0,112.0,,,,10.24898971116774
SS0206-GC15,SS0206-GC15,3.74,-39.31283,142.68398,162,271.0,,3.0,1.0,88.0,,,,10.24898971116774
SS0206-GC15,SS0206-GC15,3.76,-39.31283,142.68398,169,261.0,,3.0,0.0,87.0,,,,10.24898971116774
SS0206-GC15,SS0206-GC15,3.78,-39.31283,142.68398,177,287.0,,1.0,0.0,70.0,,,,10.24898971116774
SS0206-GC15,SS0206-GC15,3.8,-39.31283,142.68398,215,273.0,,5.0,1.0,85.0,,,,10.24898971116774
SS0206-GC15,SS0206-GC15,3.82,-39.31283,142.68398,236,305.0,,2.0,0.0,112.0,,,,10.24898971116774
SS0206-GC15,SS0206-GC15,3.86,-39.31283,142.68398,214,236.0,,1.0,1.0,112.0,,,,10.24898971116774
SS0206-GC15,SS0206-GC15,3.88,-39.31283,142.68398,190,227.0,,7.0,1.0,108.0,,,,10.24898971116774
SS0206-GC15,SS0206-GC15,3.9,-39.31283,142.68398,178,263.0,,3.0,0.0,71.0,,,,10.24898971116774
SS0206-GC15,SS0206-GC15,3.92,-39.31283,142.68398,190,274.0,,4.0,0.0,70.0,,,,10.24898971116774
SS0206-GC15,SS0206-GC15,3.94,-39.31283,142.68398,207,267.0,,6.0,0.0,90.0,,,,10.24898971116774
SS0206-GC15,SS0206-GC15,3.96,-39.31283,142.68398,178,301.0,,1.0,0.0,63.0,,,,10.24898971116774
SS0206-GC15,SS0206-GC15,3.98,-39.31283,142.68398,177,268.0,,6.0,0.0,78.0,,,,10.24898971116774
SS0206-GC15,SS0206-GC15,4.0,-39.31283,142.68398,202,364.0,,3.0,0.0,85.0,,,,10.24898971116774
SS0206-GC15,SS0206-GC15,4.04,-39.31283,142.68398,191,301.0,,0.0,0.0,87.0,,,,10.24898971116774
SS0206-GC15,SS0206-GC15,4.08,-39.31283,142.68398,141,209.0,,3.0,0.0,69.0,,,,10.24898971116774
SS0206-GC15,SS0206-GC15,4.1,-39.31283,142.68398,199,295.0,,5.0,0.0,81.0,,,,10.24898971116774
SS0206-GC15,SS0206-GC15,4.12,-39.31283,142.68398,186,256.0,,3.0,1.0,86.0,,,,10.24898971116774
SS0206-GC15,SS0206-GC15,4.16,-39.31283,142.68398,190,296.0,,6.0,0.0,71.0,,,,10.24898971116774
V26-124,V26-124,0.6,16.133,-74.45,11,9.0,0.0,201.0,18.0,76.0,35.0,0.0,,22.888326131091304
