Event,Data_Source,Depth [m],Latitude,Longitude,symbiont-barren non-spinose,symbiont-barren spinose,symbiont-bearing spinose,symbiont-facultative non-spinose,symbiont-obligate spinose,undetermined non-spinose,symbiont-bearing non-spinose,symbiont-facultative spinose
LC01,margo,0.71,40.26,6.887,0.238888888888889,0.522222222222222,0,0.0861111111111111,0.152777777777778,0,0,0
LC01,margo,0.757,40.26,6.887,0.260869565217391,0.492753623188406,0.00289855072463768,0.115942028985507,0.127536231884058,0,0,0
LC01,margo,0.787,40.26,6.887,0.198641765704584,0.66893039049236,0,0.0967741935483871,0.0356536502546689,0,0,0
LC04,margo,0.832,38.65,6.11,0.28448275862069,0.474137931034483,0,0.137931034482759,0.103448275862069,0,0,0
LC04,margo,0.912,38.65,6.11,0.33920704845815,0.354625550660793,0.00220264317180617,0.180616740088106,0.123348017621145,0,0,0
LC04,margo,0.997,38.65,6.11,0.344213649851632,0.320474777448071,0.0118694362017804,0.154302670623145,0.169139465875371,0,0,0
LC07,margo,0.685,38.14,10.07,0.264840182648402,0.511415525114155,0.0045662100456621,0.182648401826484,0.0365296803652968,0,0,0
LC07,margo,0.805,38.14,10.07,0.20979020979021,0.524475524475525,0,0.20979020979021,0.0559440559440559,0,0,0
LC07,margo,0.865,38.14,10.07,0.252032520325203,0.544715447154472,0,0.146341463414634,0.0569105691056911,0,0,0
LC21,margo,275.5,35.66,26.58,0.44311377245509,0.137724550898204,0.0119760479041916,0.18562874251497,0.221556886227545,0,0,0
LC21,margo,281.5,35.66,26.58,0.456647398843931,0.144508670520231,0.0115606936416185,0.0578034682080925,0.329479768786127,0,0,0
LC21,margo,289.5,35.66,26.58,0.388513513513514,0.10472972972973,0.0135135135135135,0.307432432432432,0.185810810810811,0,0,0
LC21,margo,296,35.66,26.58,0.48,0.12,0.02,0.23,0.15,0,0,0
LC21,margo,303.5,35.66,26.58,0.361111111111111,0.194444444444444,0.0111111111111111,0.188888888888889,0.244444444444444,0,0,0
LC21,margo,310.5,35.66,26.58,0.360869565217391,0.234782608695652,0.0173913043478261,0.191304347826087,0.195652173913043,0,0,0
LC21,margo,317,35.66,26.58,0.579545454545455,0.0795454545454545,0.0113636363636364,0.102272727272727,0.227272727272727,0,0,0
LC21,margo,324.5,35.66,26.58,0.435064935064935,0.292207792207792,0.025974025974026,0.103896103896104,0.142857142857143,0,0,0
M35003-4,margo,3.1,12.09,-61.2433,0.057,0.112,0.005,0.252,0.573,0,0,0
M35003-4,margo,3.2,12.09,-61.2433,0.107,0.095,0.032,0.195,0.554,0,0,0
M35003-4,margo,3.3,12.09,-61.2433,0.119,0.101,0.042,0.116,0.62,0,0,0
M35003-4,margo,3.4,12.09,-61.2433,0.123,0.071,0.031,0.133,0.64,0,0,0
M35003-4,margo,3.5,12.09,-61.2433,0.072,0.068,0.032,0.178,0.633,0,0,0
M35003-4,margo,3.6,12.09,-61.2433,0.046,0.102,0.024,0.131,0.683,0,0,0
M35027-1,margo,0.5,17.6483,-67.1667,0.008,0.034,0.121,0.28,0.535,0,0,0
M35027-1,margo,0.53,17.6483,-67.1667,0.05,0.044,0.041,0.172,0.663,0,0,0
M35027-1,margo,0.55,17.6483,-67.1667,0.039,0.049,0.061,0.214,0.637,0,0,0
M35027-1,margo,0.57,17.6483,-67.1667,0.075,0.073,0.079,0.206,0.558,0,0,0
M35027-1,margo,0.6,17.6483,-67.1667,0.254,0.045,0.322,0.035,0.369,0,0.004,0
M35027-1,margo,0.62,17.6483,-67.1667,0.213,0.029,0.371,0.013,0.349,0,0.004,0
MD 95-2043,margo,8.3,36.143,-2.621,0.779456193353474,0.157099697885196,0,0.0422960725075529,0.0211480362537764,0,0,0
MD 95-2043,margo,8.4,36.143,-2.621,0.769620253164557,0.154430379746835,0,0.0481012658227848,0.0278481012658228,0,0,0
MD 95-2043,margo,8.5,36.143,-2.621,0.811138014527845,0.130750605326877,0,0.0532687651331719,0.00484261501210654,0,0,0
MD 95-2043,margo,8.6,36.143,-2.621,0.701970443349754,0.238916256157635,0,0.0270935960591133,0.0320197044334975,0,0,0
MD 95-2043,margo,8.7,36.143,-2.621,0.613861386138614,0.31023102310231,0,0.0594059405940594,0.0165016501650165,0,0,0
MD 95-2043,margo,8.8,36.143,-2.621,0.70679012345679,0.222222222222222,0,0.0601851851851852,0.0108024691358025,0,0,0
MD 95-2043,margo,8.9,36.143,-2.621,0.703271028037383,0.231308411214953,0,0.0490654205607477,0.0163551401869159,0,0,0
MD012394,margo,5.09,13.78,110.25,0.045113,0.041354,0.041353,0.530075,0.120301,0.003759,0,
MD012394,margo,5.14,13.78,110.25,0.04143615661,0.07182287201,0.02486149341,0.458563342,0.14640935778,0,0,
MD012394,margo,5.19,13.78,110.25,0.03352,0.039106,0.047485,0.460894,0.134078,0.002793,0,
MD012394,margo,5.24,13.78,110.25,0.030303,0.04329,0.038961,0.506493,0.138529,0,0,
MD012394,margo,5.29,13.78,110.25,0.0288070513,0.032921914,0.05349823577,0.53497934535,0.08641914566,0,0,
MD012394,margo,5.34,13.78,110.25,0.03750030281,0.04687537851,0.05312542899,0.46562573181,0.15000020186,0,0,
MD012394,margo,5.39,13.78,110.25,0.045082,0.053278,0.028689,0.459016,0.139343,0,0,
MD012394,margo,5.44,13.78,110.25,0.036303,0.059406,0.026402,0.435644,0.165016,0.006601,0,
MD012394,margo,5.49,13.78,110.25,0.036667,0.03,0.023334,0.446667,0.140001,0.006667,0,
MD012394,margo,5.54,13.78,110.25,0.0491323637,0.08670529533,0.02312087568,0.41040459524,0.12427822697,0.01156043784,0,
MD012394,margo,5.59,13.78,110.25,0.02236423008,0.0734820403,0.02236423007,0.43769907152,0.1469640806,0,0,
MD012394,margo,5.64,13.78,110.25,0.042254,0.051644,0.02817,0.446009,0.093898,0,0,
MD012394,margo,5.69,13.78,110.25,0.03956881463,0.06115116578,0.05395738326,0.37769766846,0.13309300534,0,0,
MD012394,margo,5.74,13.78,110.25,0.02194357367,0.04702194358,0.05015673981,0.38557993732,0.20376175549,0,0,
MD012394,margo,5.79,13.78,110.25,0.054441,0.054442,0.040114,0.441261,0.169056,0,0,
MD012394,margo,5.84,13.78,110.25,0.0385673103,0.06336015026,0.01928365515,0.39944958428,0.16528861632,0,0,
MD012416,margo,196.5,51.268,167.7255,0.8052631579,0.1815789474,0,0.00263157895,0,0,0,
MD012416,margo,197.5,51.268,167.7255,0.7985781991,0.182464455,0,0.00473933649,0,0,0,
MD012416,margo,200.5,51.268,167.7255,0.8215384615,0.16,0,0.00615384615,0,0,0,
MD012416,margo,202.5,51.268,167.7255,0.8320610687,0.1526717557,0,0.00254452926,0,0,0,
MD012416,margo,205.5,51.268,167.7255,0.86033519549,0.1117318436,0,0,0,0,0,
MD012416,margo,209.5,51.268,167.7255,0.8126888218,0.163141994,0,0.00302114804,0,0,0,
MD012416,margo,184.5,51.268,167.7255,0.8220064725,0.1585760518,0,0,0,0,0,
MD012416,margo,190.5,51.268,167.7255,0.8383561644,0.1452054795,0,0,0,0,0,
MD012416,margo,194.5,51.268,167.7255,0.8274111675,0.1598984772,0,0.00253807107,0,0,0,
MD76-131,margo,1.9,15.32,72.34,0.019,0.123,0.059,0.264,0.531,0.005,0,0
MD77-169,margo,1.51,10.13,95.03,0.019,0.097,0.046,0.356,0.474,0.01,0,0
MD77-171,margo,2.61,11.46,94.09,0.029,0.112,0.125,0.308,0.41,0.017,0,0
MD77-179,margo,0.52,18.22,91.01,0.019,0.117,0.089,0.494,0.275,0.007,0,0
MD77-180,margo,1.81,18.28,89.51,0.012,0.118,0.051,0.386,0.42,0.01,0,0
MD77-191,margo,6.72,7.3,76.43,0.053,0.318,0.082,0.335,0.206,0.006,0,0
MD77-194,margo,3.11,10.28,75.14,0.038,0.277,0.095,0.223,0.361,0.006,0,0
MD77-203,margo,3.41,20.42,59.34,0.003,0.306,0.014,0.094,0.577,0,0,0
MD84-632,margo,1.58,32.47,34.23,0.266310160427808,0.0203208556149733,0.00962566844919786,0.0374331550802139,0.664171122994652,0,0,0
MD84-632,margo,1.6,32.47,34.23,0.206965174129353,0.0298507462686567,0.00099502487562189,0.0298507462686567,0.739303482587065,0,0,0
MD84-632,margo,1.62,32.47,34.23,0.182509505703422,0.0171102661596958,0.00285171102661597,0.0285171102661597,0.76615969581749,0,0,0
MD84-632,margo,1.64,32.47,34.23,0.204869358669834,0.0314726840855107,0.00534441805225653,0.0267220902612827,0.729216152019002,0,0,0
MD84-632,margo,1.66,32.47,34.23,0.155940594059406,0.0445544554455446,0.00247524752475248,0.0297029702970297,0.767326732673267,0,0,0
MD84-632,margo,1.68,32.47,34.23,0.243083003952569,0.0345849802371542,0.00494071146245059,0.0345849802371542,0.675889328063241,0,0,0
MD84-632,margo,1.7,32.47,34.23,0.223353293413174,0.0353293413173653,0.00538922155688623,0.0341317365269461,0.694610778443114,0,0,0
MD84-632,margo,1.72,32.47,34.23,0.211812627291242,0.0339443312966735,0.00746775288526816,0.0257976917854718,0.714867617107943,0,0,0
MD84-632,margo,1.74,32.47,34.23,0.191683569979716,0.0182555780933063,0.0111561866125761,0.0141987829614604,0.762677484787018,0,0,0
MD84-632,margo,1.76,32.47,34.23,0.201884253028264,0.018842530282638,0.0148048452220727,0.0242261103633917,0.733512786002692,0,0,0
MD84-632,margo,1.78,32.47,34.23,0.187179487179487,0.0102564102564103,0.00598290598290598,0.0222222222222222,0.771794871794872,0,0,0
MD84-632,margo,1.8,32.47,34.23,0.217866909753874,0.00820419325432999,0.00820419325432999,0.0309936189608022,0.733819507748405,0,0,0
MD84-632,margo,1.82,32.47,34.23,0.226681127982646,0.0130151843817787,0.0140997830802603,0.0412147505422994,0.700650759219089,0,0,0
MD84-632,margo,1.84,32.47,34.23,0.280051150895141,0.020460358056266,0.0191815856777494,0.0473145780051151,0.630434782608696,0,0,0
MD84-632,margo,1.86,32.47,34.23,0.265945945945946,0.012972972972973,0.0172972972972973,0.0443243243243243,0.658378378378378,0,0,0
MD84-632,margo,1.88,32.47,34.23,0.247178329571106,0.0112866817155756,0.0090293453724605,0.0395033860045147,0.691873589164786,0,0,0
MD84-632,margo,1.9,32.47,34.23,0.209912536443149,0.0087463556851312,0.0043731778425656,0.0262390670553936,0.744897959183674,0,0,0
MD84-632,margo,1.92,32.47,34.23,0.182602444284687,0.0488856937455068,0.00215672178289001,0.0265995686556434,0.737598849748383,0,0,0
MD84-632,margo,1.96,32.47,34.23,0.220256253813301,0.173886516168395,0.0012202562538133,0.012202562538133,0.584502745576571,0,0,0
MD84627,margo,0.6,32.14,33.45,0.405228758169935,0.0261437908496732,0.00326797385620915,0.0392156862745098,0.526143790849673,0,0,0
MD84627,margo,0.7,32.14,33.45,0.284615384615385,0.0153846153846154,0,0.0256410256410256,0.674358974358975,0,0,0
MD84627,margo,0.8,32.14,33.45,0.254752851711027,0.0228136882129278,0,0.0133079847908745,0.709125475285171,0,0,0
MD84629,margo,1.6,32.04,34.21,0.201166180758018,0.0233236151603499,0.0233236151603499,0.0320699708454811,0.0291545189504373,0,0,0
MD84629,margo,1.65,32.04,34.21,0.225563909774436,0.0350877192982456,0.0025062656641604,0.0075187969924812,0.0100250626566416,0,0,0
MD84629,margo,1.7,32.04,34.21,0.129909365558912,0.0483383685800604,0.0151057401812689,0.0120845921450151,0.0453172205438067,0,0,0
MD84629,margo,1.75,32.04,34.21,0.255244755244755,0.0384615384615385,0,0.020979020979021,0.0034965034965035,0,0,0
MD84629,margo,1.8,32.04,34.21,0.232142857142857,0.298214285714286,0.0214285714285714,0.00892857142857143,0.0196428571428571,0,0,0
MD84629,margo,1.85,32.04,34.21,0.188010899182561,0.201634877384196,0.00272479564032698,0,0.00272479564032698,0,0,0
MD84629,margo,1.9,32.04,34.21,0.0896551724137931,0.314942528735632,0.0275862068965517,0.00689655172413793,0.0114942528735632,0,0,0
MD84629,margo,1.95,32.04,34.21,0.117647058823529,0.350762527233115,0,0.0130718954248366,0.00871459694989107,0,0,0
MD84629,margo,2,32.04,34.21,0.282608695652174,0.577294685990338,0.00241545893719807,0.0434782608695652,0,0,0,0
MD84641,margo,0.83,33.02,32.38,0.223728813559322,0.0135593220338983,0,0.0101694915254237,0.00338983050847458,0,0,0
MD84641,margo,0.87,33.02,32.38,0.202279202279202,0.0227920227920228,0.00284900284900285,0.0227920227920228,0.0056980056980057,0,0,0
MD84641,margo,0.9,33.02,32.38,0.235643564356436,0.0336633663366337,0,0.0118811881188119,0,0,0,0
MD84641,margo,0.93,33.02,32.38,0.278894472361809,0.0175879396984925,0,0.0226130653266332,0.00251256281407035,0,0,0
MD84641,margo,0.97,33.02,32.38,0.216400911161731,0.0455580865603645,0.0136674259681093,0.0250569476082005,0.00683371298405467,0,0,0
MD84641,margo,1,33.02,32.38,0.224907063197026,0.113382899628253,0.00185873605947955,0.0130111524163569,0.00185873605947955,0,0,0
MD88-770,margo,1.12,-46.01666667,96.46666667,0.953917050691244,0.032258064516129,0,0.00460829493087558,0,0,0,0
MD90-917,margo,5.45,41.298,17.613,0.665876777251185,0.175355450236967,0.0023696682464455,0.0995260663507109,0.0497630331753555,0,0,0
MD90-917,margo,5.5,41.298,17.613,0.576555023923445,0.251196172248804,0,0.124401913875598,0.0382775119617225,0.00239234449760766,0,0
MD90-917,margo,5.55,41.298,17.613,0.475703324808184,0.388746803069054,0,0.0460358056265985,0.0818414322250639,0,0,0
MD90-917,margo,5.6,41.298,17.613,0.516042780748663,0.318181818181818,0.0053475935828877,0.112299465240642,0.0374331550802139,0,0,0
MD90-917,margo,5.65,41.298,17.613,0.527950310559006,0.27639751552795,0.0031055900621118,0.136645962732919,0.0434782608695652,0,0,0
MD90-917,margo,5.7,41.298,17.613,0.546583850931677,0.354037267080745,0,0.062111801242236,0.0279503105590062,0,0,0
MD90-917,margo,5.75,41.298,17.613,0.476578411405295,0.366598778004073,0,0.065173116089613,0.0896130346232179,0,0,0
MD90-917,margo,5.8,41.298,17.613,0.455882352941176,0.397058823529412,0,0.120588235294118,0.0147058823529412,0,0,0
MD90-917,margo,5.85,41.298,17.613,0.406153846153846,0.356923076923077,0,0.187692307692308,0.04,0,0,0
MD90-917,margo,5.9,41.298,17.613,0.607305936073059,0.255707762557078,0.00228310502283105,0.114155251141553,0.0114155251141553,0,0,0
MD90-917,margo,5.95,41.298,17.613,0.54,0.324444444444444,0,0.0955555555555556,0.04,0,0,0
MD90-917,margo,6,41.298,17.613,0.321656050955414,0.531847133757962,0.00318471337579618,0.0668789808917197,0.0668789808917197,0,0,0
MD90-917,margo,6.05,41.298,17.613,0.288184438040346,0.54178674351585,0.00288184438040346,0.103746397694525,0.0547550432276657,0,0,0
MD90-917,margo,6.1,41.298,17.613,0.273809523809524,0.550595238095238,0.00297619047619048,0.0952380952380953,0.056547619047619,0,0,0
MD90-917,margo,6.15,41.298,17.613,0.302547770700637,0.557324840764331,0,0.0796178343949045,0.0445859872611465,0,0,0
MD90-917,margo,6.2,41.298,17.613,0.19281045751634,0.617647058823529,0,0.130718954248366,0.0261437908496732,0,0,0
MD90-917,margo,6.25,41.298,17.613,0.171521035598706,0.624595469255663,0,0.106796116504854,0.0711974110032363,0,0,0
MD90901,margo,4.2,39.947,1.591,0.317016317016317,0.487179487179487,0,0.0955710955710956,0.1002331002331,0,0,0
MD90901,margo,4.3,39.947,1.591,0.259515570934256,0.508650519031142,0,0.0865051903114187,0.145328719723183,0,0,0
MD90901,margo,4.4,39.947,1.591,0.246073298429319,0.523560209424084,0,0.0680628272251309,0.162303664921466,0,0,0
MD90901,margo,4.5,39.947,1.591,0.250847457627119,0.538983050847458,0,0.0610169491525424,0.149152542372881,0,0,0
MD90901,margo,4.6,39.947,1.591,0.380645161290323,0.435483870967742,0,0.0645161290322581,0.119354838709677,0,0,0
MD90901,margo,4.7,39.947,1.591,0.250673854447439,0.630727762803235,0,0.0485175202156334,0.0700808625336927,0,0,0
MD90901,margo,4.8,39.947,1.591,0.180887372013652,0.522184300341297,0,0.0955631399317406,0.201365187713311,0,0,0
MD90901,margo,4.9,39.947,1.591,0.236760124610592,0.548286604361371,0.00311526479750779,0.0809968847352025,0.130841121495327,0,0,0
MD90901,margo,5,39.947,1.591,0.26010101010101,0.633838383838384,0,0.0555555555555556,0.0505050505050505,0,0,0
MD90901,margo,5.1,39.947,1.591,0.196774193548387,0.445161290322581,0,0.241935483870968,0.116129032258065,0,0,0
MD90901,margo,5.2,39.947,1.591,0.189910979228487,0.448071216617211,0,0.118694362017804,0.243323442136499,0,0,0
MD90901,margo,5.3,39.947,1.591,0.132530120481928,0.588353413654619,0,0.146586345381526,0.132530120481928,0,0,0
MD90901,margo,5.4,39.947,1.591,0.180203045685279,0.596446700507614,0,0.116751269035533,0.106598984771574,0,0,0
MD90901,margo,5.5,39.947,1.591,0.333333333333333,0.454545454545455,0,0.111111111111111,0.101010101010101,0,0,0
MD90901,margo,5.6,39.947,1.591,0.239130434782609,0.58695652173913,0,0.0869565217391304,0.0869565217391304,0,0,0
MD90901,margo,5.7,39.947,1.591,0.137931034482759,0.647214854111406,0.0026525198938992,0.177718832891247,0.0344827586206897,0,0,0
MD95-2011,margo,10.41,66.9697,7.6393,0.957,0,0,0.043,0,0,0,0
MD95-2011,margo,10.46,66.9697,7.6393,0.958,0.014,0,0.028,0,0,0,0
MD95-2011,margo,10.52,66.9697,7.6393,0.949,0,0,0.05,0,0,0,0
MD95-2011,margo,10.56,66.9697,7.6393,0.912,0,0,0.087,0,0,0,0
MD95-2011,margo,10.62,66.9697,7.6393,0.965,0,0,0.035,0,0,0,0
MD95-2011,margo,10.66,66.9697,7.6393,0.979,0,0,0.022,0,0,0,0
MD95-2011,margo,10.71,66.9697,7.6393,0.985,0,0,0.015,0,0,0,0
MD95-2011,margo,10.77,66.9697,7.6393,0.96,0.01,0,0.031,0,0,0,0
MD95-2011,margo,10.81,66.9697,7.6393,0.954,0,0,0.046,0,0,0,0
MD95-2011,margo,10.87,66.9697,7.6393,0.977,0,0,0.023,0,0,0,0
MD95-2011,margo,10.91,66.9697,7.6393,0.962,0,0,0.038,0,0,0,0
MD95-2011,margo,10.96,66.9697,7.6393,0.955,0.005,0,0.035,0.005,0,0,0
MD95-2011,margo,11.02,66.9697,7.6393,0.973,0.007,0,0.021,0,0,0,0
MD95-2011,margo,11.06,66.9697,7.6393,0.968,0,0,0.032,0,0,0,0
MD95-2011,margo,11.12,66.9697,7.6393,1,0,0,0,0,0,0,0
MD95-2011,margo,11.16,66.9697,7.6393,0.989,0,0,0.011,0,0,0,0
MD95-2011,margo,11.21,66.9697,7.6393,0.994,0,0,0.005,0,0,0,0
MD95-2011,margo,11.27,66.9697,7.6393,1,0,0,0,0,0,0,0
MD95-2011,margo,11.31,66.9697,7.6393,0.98,0,0,0.02,0,0,0,0
MD95-2011,margo,11.37,66.9697,7.6393,0.978,0,0,0.022,0,0,0,0
MD95-2011,margo,11.77,66.9697,7.6393,0.988,0,0,0.012,0,0,0,0
MD95-2011,margo,11.87,66.9697,7.6393,0.948,0,0,0.053,0,0,0,0
MD95-2011,margo,11.91,66.9697,7.6393,0.942,0,0,0.058,0,0,0,0
MD95-2011,margo,11.96,66.9697,7.6393,0.916,0,0,0.084,0,0,0,0
MD95-2011,margo,12.21,66.9697,7.6393,0.957,0,0,0.043,0,0,0,0
MD95-2011,margo,12.4,66.9697,7.6393,0.963,0,0,0.037,0,0,0,0
MD95-2011,margo,12.61,66.9697,7.6393,0.938,0,0,0.061,0,0,0,0
MD95-2011,margo,12.8,66.9697,7.6393,0.962,0,0,0.038,0,0,0,0
MD95-2011,margo,13.01,66.9697,7.6393,0.979,0,0,0.021,0,0,0,0
MD95-2011,margo,13.21,66.9697,7.6393,0.926,0,0,0.073,0,0,0,0
MD95-2011,margo,13.4,66.9697,7.6393,0.933,0,0,0.067,0,0,0,0
MD95-2011,margo,13.61,66.9697,7.6393,0.978,0,0,0.023,0,0,0,0
MD95-2011,margo,13.8,66.9697,7.6393,0.927,0,0,0.073,0,0,0,0
MD95-2011,margo,14.21,66.9697,7.6393,0.922,0,0,0.078,0,0,0,0
MD95-2011,margo,14.4,66.9697,7.6393,0.878,0,0,0.122,0,0,0,0
MD95-2011,margo,14.61,66.9697,7.6393,0.888,0,0,0.112,0,0,0,0
MD95-2011,margo,14.8,66.9697,7.6393,0.94,0,0,0.06,0,0,0,0
MD95-2011,margo,15.01,66.9697,7.6393,0.946,0,0,0.054,0,0,0,0
MD95-2012,margo,3.12,72.151,11.4343,0.971,0.002,0,0.028,0,0,0,0
MD95-2012,margo,3.15,72.151,11.4343,0.971,0.002,0,0.028,0,0,0,0
MD95-2012,margo,3.21,72.151,11.4343,0.982,0,0,0.018,0,0,0,0
MD95-2012,margo,3.25,72.151,11.4343,0.982,0,0,0.018,0,0,0,0
MD95-2012,margo,3.31,72.151,11.4343,0.982,0,0,0.018,0,0,0,0
MD95-2012,margo,3.35,72.151,11.4343,0.982,0,0,0.018,0,0,0,0
MD95-2012,margo,3.42,72.151,11.4343,0.982,0,0,0.018,0,0,0,0
MD95-2012,margo,3.46,72.151,11.4343,0.969,0.004,0,0.027,0,0,0,0
MD95-2012,margo,3.52,72.151,11.4343,0.969,0.004,0,0.027,0,0,0,0
MD95-2012,margo,3.56,72.151,11.4343,0.969,0.004,0,0.027,0,0,0,0
MD95-2012,margo,3.62,72.151,11.4343,0.969,0.004,0,0.027,0,0,0,0
MD95-2012,margo,3.65,72.151,11.4343,0.969,0.004,0,0.027,0,0,0,0
